date,iso2,cumulative_cases,cumulative_negative_tests,cumulative_pending_tests,currently_hospitalized,currently_in_icu,cumulative_in_icu,currently_on_ventilator,cumulative_on_ventilator,cumulative_recovered,cumulative_deaths,cumulative_hospitalized,cumulative_test_results,deaths,hospitalized,negative_tests,cases,test_results,in_icu,on_ventilator,recovered
2020-03-15,US-FL,116.0,678.0,454.0,,,,,,,4.0,,794,1.0,0.0,200.0,39.0,239.0,,,
2020-03-15,US-GA,99.0,,,,,,,,,1.0,,99,0.0,0.0,0.0,33.0,33.0,,,
2020-03-15,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-15,US-IA,18.0,83.0,29.0,,,,,,,,,101,0.0,0.0,0.0,1.0,1.0,,,
2020-03-15,US-ID,5.0,174.0,,,,,,,,,,179,0.0,0.0,0.0,3.0,3.0,,,
2020-03-15,US-IL,64.0,449.0,195.0,,,,,,,,,513,0.0,0.0,133.0,18.0,151.0,,,
2020-03-15,US-IN,19.0,102.0,,,,,,,,0.0,,121,0.0,0.0,28.0,4.0,32.0,,,
2020-03-15,US-KS,8.0,135.0,21.0,,,,,,,1.0,,143,0.0,0.0,42.0,2.0,44.0,,,
2020-03-15,US-KY,16.0,139.0,3.0,,,,,,,,,155,0.0,0.0,0.0,2.0,2.0,,,
2020-03-15,US-LA,91.0,156.0,,,,,,,,2.0,,247,2.0,0.0,47.0,22.0,69.0,,,
2020-03-15,US-MA,138.0,352.0,,,,,,,,,,490,0.0,0.0,0.0,0.0,0.0,,,
2020-03-15,US-MD,31.0,94.0,12.0,,,,,,,,,125,0.0,0.0,0.0,5.0,5.0,,,
2020-03-15,US-ME,3.0,91.0,17.0,,,,,,,,,94,0.0,0.0,0.0,0.0,0.0,,,
2020-03-15,US-MI,33.0,205.0,26.0,,,,,,,,,238,0.0,0.0,0.0,8.0,8.0,,,
2020-03-15,US-MN,35.0,1387.0,,,,,,,,,,1422,0.0,0.0,540.0,14.0,554.0,,,
2020-03-15,US-MO,5.0,122.0,,,,,,,,0.0,,127,0.0,0.0,32.0,1.0,33.0,,,
2020-03-15,US-MS,10.0,84.0,,,,,,,,,,94,0.0,0.0,0.0,4.0,4.0,,,
2020-03-15,US-MT,7.0,103.0,57.0,,,,,,,,,110,0.0,0.0,0.0,2.0,2.0,,,
2020-03-15,US-NC,32.0,227.0,151.0,,,,,,,,,259,0.0,0.0,90.0,9.0,99.0,,,
2020-03-15,US-ND,1.0,95.0,4.0,,,,,,,0.0,,96,0.0,0.0,41.0,0.0,41.0,,,
2020-03-15,US-NE,17.0,80.0,33.0,,,,,,,,,97,0.0,0.0,0.0,3.0,3.0,,,
2020-03-15,US-NH,13.0,271.0,95.0,,,,,,,,,284,0.0,0.0,59.0,6.0,65.0,,,
2020-03-15,US-NJ,98.0,120.0,34.0,,,,,,,2.0,,218,1.0,0.0,23.0,48.0,71.0,,,
2020-03-15,US-NM,13.0,482.0,0.0,,,,,,,,,495,0.0,0.0,245.0,3.0,248.0,,,
2020-03-15,US-NV,21.0,168.0,164.0,,,,,,,,,189,0.0,0.0,0.0,1.0,1.0,,,
2020-03-15,US-NY,729.0,4543.0,236.0,,,,,,,3.0,,5272,3.0,0.0,1764.0,205.0,1969.0,,,
2020-03-15,US-OH,36.0,139.0,350.0,,,,,,,,,175,0.0,0.0,89.0,23.0,112.0,,,
2020-03-15,US-OK,9.0,118.0,12.0,,,,,,,,,127,0.0,0.0,82.0,5.0,87.0,,,
2020-03-15,US-OR,36.0,420.0,225.0,,,,,,,,,456,0.0,0.0,83.0,6.0,89.0,,,
2020-03-15,US-PA,63.0,205.0,183.0,,,,,,,,,268,0.0,0.0,0.0,16.0,16.0,,,
2020-03-15,US-RI,20.0,271.0,57.0,,,,,,,,,291,0.0,0.0,73.0,0.0,73.0,,,
2020-03-15,US-SC,19.0,154.0,,,,,,,,,,173,0.0,0.0,44.0,6.0,50.0,,,
2020-03-15,US-SD,9.0,327.0,6.0,,,,,,,,,336,0.0,0.0,145.0,0.0,145.0,,,
2020-03-15,US-TN,39.0,157.0,,,,,,,,,,196,0.0,0.0,27.0,7.0,34.0,,,
2020-03-15,US-TX,56.0,,,,,,,,,,,56,0.0,0.0,0.0,5.0,5.0,,,
2020-03-15,US-UT,28.0,131.0,,,,,,,,0.0,,159,0.0,0.0,0.0,22.0,22.0,,,
2020-03-15,US-VA,45.0,363.0,9.0,,,,,,,1.0,,408,1.0,0.0,246.0,15.0,261.0,,,
2020-03-15,US-VT,4.0,348.0,,,,,,,,,,352,0.0,0.0,121.0,0.0,121.0,,,
2020-03-15,US-WA,921.0,7122.0,60.0,,,,,,,56.0,,8043,5.0,0.0,1121.0,131.0,1252.0,,,
2020-03-15,US-WI,33.0,313.0,12.0,,,,,,,,,346,0.0,0.0,144.0,14.0,158.0,,,
2020-03-15,US-WV,0.0,38.0,1.0,,,,,,,0.0,,38,0.0,0.0,12.0,0.0,12.0,,,
2020-03-15,US-WY,3.0,0.0,0.0,,,,,,,,,3,0.0,0.0,0.0,1.0,1.0,,,
2020-03-16,US-AK,1.0,143.0,14.0,,,,,,,,,144,0.0,0.0,0.0,0.0,0.0,,,
2020-03-16,US-AL,28.0,28.0,40.0,,,,,,,0.0,,56,0.0,0.0,0.0,16.0,16.0,,,
2020-03-16,US-AR,22.0,132.0,14.0,,,,,,,,,154,0.0,0.0,29.0,6.0,35.0,,,
2020-03-16,US-AS,0.0,,,,,,,,,,,0,,,,,,,,
2020-03-16,US-AZ,18.0,125.0,63.0,,,,,,,0.0,,143,0.0,0.0,4.0,6.0,10.0,,,
2020-03-16,US-CA,335.0,7981.0,,,,,,,,6.0,,8316,1.0,0.0,7065.0,42.0,7107.0,,,
2020-03-16,US-CO,131.0,627.0,1.0,,,,,,,1.0,,758,0.0,0.0,0.0,0.0,0.0,,,
2020-03-16,US-CT,26.0,125.0,8.0,,,,,,,,,151,0.0,0.0,0.0,6.0,6.0,,,
2020-03-16,US-DC,17.0,96.0,7.0,,,,,,,,,113,0.0,0.0,17.0,1.0,18.0,,,
2020-03-16,US-DE,8.0,36.0,32.0,,,,,,,,,44,0.0,0.0,0.0,2.0,2.0,,,
2020-03-16,US-FL,141.0,684.0,514.0,,,,,,,4.0,,825,0.0,0.0,6.0,25.0,31.0,,,
2020-03-16,US-GA,121.0,,,,,,,,,1.0,,121,0.0,0.0,0.0,22.0,22.0,,,
2020-03-16,US-GU,3.0,23.0,,,,,,,,,,26,,,,,,,,
2020-03-16,US-HI,7.0,,,,,,,,,,,7,0.0,0.0,0.0,5.0,5.0,,,
2020-03-16,US-IA,22.0,83.0,29.0,,,,,,,,,105,0.0,0.0,0.0,4.0,4.0,,,
2020-03-16,US-ID,5.0,265.0,,,,,,,,,,270,0.0,0.0,91.0,0.0,91.0,,,
2020-03-16,US-IL,93.0,932.0,195.0,,,,,,,,,1025,0.0,0.0,483.0,29.0,512.0,,,
2020-03-16,US-IN,24.0,115.0,,,,,,,,1.0,,139,1.0,0.0,13.0,5.0,18.0,,,
2020-03-16,US-KS,11.0,166.0,21.0,,,,,,,1.0,,177,0.0,0.0,31.0,3.0,34.0,,,
2020-03-16,US-KY,21.0,234.0,3.0,,,,,,,1.0,,255,1.0,0.0,95.0,5.0,100.0,,,
2020-03-16,US-LA,114.0,188.0,,,,,,,,2.0,,302,0.0,0.0,32.0,23.0,55.0,,,
2020-03-16,US-MA,164.0,352.0,,,,,,,,,,516,0.0,0.0,0.0,26.0,26.0,,,
2020-03-16,US-MD,37.0,94.0,12.0,,,,,,,,,131,0.0,0.0,0.0,6.0,6.0,,,
2020-03-16,US-ME,17.0,764.0,17.0,,,,,,,,,781,0.0,0.0,673.0,14.0,687.0,,,
2020-03-16,US-MI,53.0,272.0,30.0,,,,,,,,,325,0.0,0.0,67.0,20.0,87.0,,,
2020-03-16,US-MN,54.0,1839.0,,,,,,,,,,1893,0.0,0.0,452.0,19.0,471.0,,,
2020-03-16,US-MO,6.0,164.0,,,,,,,,0.0,,170,0.0,0.0,42.0,1.0,43.0,,,
2020-03-16,US-MP,0.0,,,,,,,,,,,0,,,,,,,,
2020-03-16,US-MS,12.0,277.0,,,,,,,,,,289,0.0,0.0,193.0,2.0,195.0,,,
2020-03-16,US-MT,7.0,198.0,57.0,,,,,,,,,205,0.0,0.0,95.0,0.0,95.0,,,
2020-03-16,US-NC,33.0,296.0,151.0,,,,,,,0.0,,329,0.0,0.0,69.0,1.0,70.0,,,
2020-03-16,US-ND,1.0,123.0,0.0,,,,,,,0.0,,124,0.0,0.0,28.0,0.0,28.0,,,
2020-03-16,US-NE,18.0,170.0,33.0,,,,,,,,,188,0.0,0.0,90.0,1.0,91.0,,,
2020-03-16,US-NH,13.0,271.0,95.0,,,,,,,,,284,0.0,0.0,0.0,0.0,0.0,,,
2020-03-16,US-NJ,178.0,120.0,20.0,,,,,,,2.0,,298,0.0,0.0,0.0,80.0,80.0,,,
2020-03-16,US-NM,17.0,566.0,0.0,,,,,,,,,583,0.0,0.0,84.0,4.0,88.0,,,
2020-03-16,US-NV,45.0,168.0,164.0,,,,,,,1.0,,213,1.0,0.0,0.0,24.0,24.0,,,
2020-03-16,US-NY,950.0,4543.0,236.0,,,,,,,7.0,,5493,4.0,0.0,0.0,221.0,221.0,,,
2020-03-16,US-OH,50.0,140.0,361.0,,,,,,,,,190,0.0,0.0,1.0,14.0,15.0,,,
2020-03-16,US-OK,10.0,174.0,29.0,,,,,,,,,184,0.0,0.0,56.0,1.0,57.0,,,
2020-03-16,US-OR,39.0,579.0,182.0,,,,,,,,,618,0.0,0.0,159.0,3.0,162.0,,,
2020-03-16,US-PA,76.0,670.0,183.0,,,,,,,,,746,0.0,0.0,465.0,13.0,478.0,,,
2020-03-16,US-PR,5.0,9.0,,,,,,,,,,14,,,,,,,,
2020-03-16,US-RI,21.0,308.0,149.0,,,,,,,,,329,0.0,0.0,37.0,1.0,38.0,,,
2020-03-16,US-SC,28.0,235.0,,,,,,,,1.0,,263,1.0,0.0,81.0,9.0,90.0,,,
2020-03-16,US-SD,10.0,494.0,0.0,,,,,,,,,504,0.0,0.0,167.0,1.0,168.0,,,
2020-03-16,US-TN,52.0,270.0,,,,,,,,,,322,0.0,0.0,113.0,13.0,126.0,,,
2020-03-16,US-TX,57.0,,,,,,,,,,,57,0.0,0.0,0.0,1.0,1.0,,,
2020-03-16,US-UT,39.0,131.0,,,,,,,,0.0,,170,0.0,0.0,0.0,11.0,11.0,,,
2020-03-16,US-VA,51.0,438.0,9.0,,,,,,,1.0,,489,0.0,0.0,75.0,6.0,81.0,,,
2020-03-16,US-VI,1.0,,,,,,,,,,,1,,,,,,,,
2020-03-16,US-VT,8.0,421.0,,,,,,,,,,429,0.0,0.0,73.0,4.0,77.0,,,
2020-03-16,US-WA,1048.0,9451.0,60.0,,,,,,,68.0,,10499,12.0,0.0,2329.0,127.0,2456.0,,,
2020-03-16,US-WI,47.0,504.0,12.0,,,,,,,,,551,0.0,0.0,191.0,14.0,205.0,,,
2020-03-16,US-WV,0.0,80.0,4.0,,,,,,,0.0,,80,0.0,0.0,42.0,0.0,42.0,,,
2020-03-16,US-WY,3.0,0.0,0.0,,,,,,,,,3,0.0,0.0,0.0,0.0,0.0,,,
2020-03-17,US-AK,3.0,334.0,14.0,,,,,,,,,337,0.0,0.0,191.0,2.0,193.0,,,
2020-03-17,US-AL,36.0,28.0,40.0,,,,,,,0.0,,64,0.0,0.0,0.0,8.0,8.0,,,
2020-03-17,US-AR,22.0,197.0,41.0,,,,,,,,,219,0.0,0.0,65.0,0.0,65.0,,,
2020-03-17,US-AS,0.0,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-17,US-AZ,20.0,142.0,66.0,,,,,,,0.0,,162,0.0,0.0,17.0,2.0,19.0,,,
2020-03-17,US-CA,483.0,7981.0,,,,,,,,11.0,,8464,5.0,0.0,0.0,148.0,148.0,,,
2020-03-17,US-CO,160.0,1056.0,1.0,,,,,,,1.0,,1216,0.0,0.0,429.0,29.0,458.0,,,
2020-03-17,US-CT,41.0,125.0,8.0,,,,,,,,,166,0.0,0.0,0.0,15.0,15.0,,,
2020-03-17,US-DC,22.0,104.0,0.0,,,,,,,,,126,0.0,0.0,8.0,5.0,13.0,,,
2020-03-17,US-DE,16.0,36.0,32.0,,,,,,,,,52,0.0,0.0,0.0,8.0,8.0,,,
2020-03-17,US-FL,186.0,940.0,872.0,,,,,,,6.0,,1126,2.0,0.0,256.0,45.0,301.0,,,
2020-03-17,US-GA,146.0,,,,,,,,,1.0,,146,0.0,0.0,0.0,25.0,25.0,,,
2020-03-17,US-GU,5.0,41.0,,,,,,,,,,46,0.0,0.0,18.0,2.0,20.0,,,
2020-03-17,US-HI,10.0,,,,,,,,,,,10,0.0,0.0,0.0,3.0,3.0,,,
2020-03-17,US-IA,23.0,83.0,29.0,,,,,,,,,106,0.0,0.0,0.0,1.0,1.0,,,
2020-03-17,US-ID,7.0,346.0,,,,,,,,,,353,0.0,0.0,81.0,2.0,83.0,,,
2020-03-17,US-IL,159.0,1340.0,195.0,,,,,,,1.0,,1499,1.0,0.0,408.0,66.0,474.0,,,
2020-03-17,US-IN,30.0,129.0,,,,,,,,2.0,,159,1.0,0.0,14.0,6.0,20.0,,,
2020-03-17,US-KS,15.0,382.0,21.0,,,,,,,1.0,,397,0.0,0.0,216.0,4.0,220.0,,,
2020-03-17,US-KY,22.0,295.0,3.0,,,,,,,1.0,,317,0.0,0.0,61.0,1.0,62.0,,,
2020-03-17,US-LA,171.0,286.0,,,,,,,,4.0,,457,2.0,0.0,98.0,57.0,155.0,,,
2020-03-17,US-MA,218.0,1541.0,,,,,,,,,,1759,0.0,0.0,1189.0,54.0,1243.0,,,
2020-03-17,US-MD,57.0,94.0,12.0,,,,,,,,,151,0.0,0.0,0.0,20.0,20.0,,,
2020-03-17,US-ME,32.0,1303.0,17.0,,,,,,,,,1335,0.0,0.0,539.0,15.0,554.0,,,
2020-03-17,US-MI,65.0,626.0,30.0,,,,,,,,,691,0.0,0.0,354.0,12.0,366.0,,,
2020-03-17,US-MN,60.0,2276.0,,,,,,,,,,2336,0.0,0.0,437.0,6.0,443.0,,,
2020-03-17,US-MO,8.0,207.0,,,,,,,,0.0,,215,0.0,0.0,43.0,2.0,45.0,,,
2020-03-17,US-MP,0.0,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-17,US-MS,21.0,368.0,,,,,,,,,,389,0.0,0.0,91.0,9.0,100.0,,,
2020-03-17,US-MT,8.0,303.0,57.0,,,,,,,,,311,0.0,0.0,105.0,1.0,106.0,,,
2020-03-17,US-NC,40.0,474.0,151.0,,,,,,,0.0,,514,0.0,0.0,178.0,7.0,185.0,,,
2020-03-17,US-ND,3.0,220.0,0.0,,,,,,,0.0,,223,0.0,0.0,97.0,2.0,99.0,,,
2020-03-17,US-NE,21.0,206.0,33.0,,,,,,,,,227,0.0,0.0,36.0,3.0,39.0,,,
2020-03-17,US-NH,17.0,355.0,195.0,,,,,,,,,372,0.0,0.0,84.0,4.0,88.0,,,
2020-03-17,US-NJ,267.0,163.0,55.0,,,,,,,3.0,,430,1.0,0.0,43.0,89.0,132.0,,,
2020-03-17,US-NM,23.0,1249.0,0.0,,,,,,,,,1272,0.0,0.0,683.0,6.0,689.0,,,
2020-03-17,US-NV,55.0,168.0,164.0,,,,,,,1.0,,223,0.0,0.0,0.0,10.0,10.0,,,
2020-03-17,US-NY,1700.0,5506.0,236.0,,,,,,,7.0,,7206,0.0,0.0,963.0,750.0,1713.0,,,
2020-03-17,US-OH,67.0,140.0,361.0,,,,,,,,,207,0.0,0.0,0.0,17.0,17.0,,,
2020-03-17,US-OK,17.0,247.0,82.0,,,,,,,,,264,0.0,0.0,73.0,7.0,80.0,,,
2020-03-17,US-OR,47.0,689.0,184.0,,,,,,,,,736,0.0,0.0,110.0,8.0,118.0,,,
2020-03-17,US-PA,96.0,879.0,183.0,,,,,,,,,975,0.0,0.0,209.0,20.0,229.0,,,
2020-03-17,US-PR,5.0,13.0,4.0,,,,,,,,,18,0.0,0.0,4.0,0.0,4.0,,,
2020-03-17,US-RI,23.0,403.0,149.0,,,,,,,,,426,0.0,0.0,95.0,2.0,97.0,,,
2020-03-17,US-SC,33.0,311.0,,,,,,,,1.0,,344,0.0,0.0,76.0,5.0,81.0,,,
2020-03-17,US-SD,11.0,551.0,35.0,,,,,,,,,562,0.0,0.0,57.0,1.0,58.0,,,
2020-03-17,US-TN,73.0,330.0,,,,,,,,,,403,0.0,0.0,60.0,21.0,81.0,,,
2020-03-17,US-TX,64.0,1204.0,,,,,,,,1.0,,1268,1.0,0.0,1204.0,7.0,1211.0,,,
2020-03-17,US-UT,51.0,131.0,,,,,,,,0.0,,182,0.0,0.0,0.0,12.0,12.0,,,
2020-03-17,US-VA,67.0,961.0,9.0,,,,,,,1.0,,1028,0.0,0.0,523.0,16.0,539.0,,,
2020-03-17,US-VI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,1.0,1.0,,,
2020-03-17,US-VT,10.0,495.0,,,,,,,,,,505,0.0,0.0,74.0,2.0,76.0,,,
2020-03-17,US-WA,1211.0,11582.0,60.0,,,,,,,77.0,,12793,9.0,0.0,2131.0,163.0,2294.0,,,
2020-03-17,US-WI,72.0,1038.0,12.0,,,,,,,,,1110,0.0,0.0,534.0,25.0,559.0,,,
2020-03-17,US-WV,0.0,80.0,4.0,,,,,,,0.0,,80,0.0,0.0,0.0,0.0,0.0,,,
2020-03-17,US-WY,10.0,95.0,0.0,,,,,,,,,105,0.0,0.0,95.0,7.0,102.0,,,
2020-03-18,US-AK,6.0,406.0,14.0,,,,,,,,,412,0.0,0.0,72.0,3.0,75.0,,,
2020-03-18,US-AL,46.0,28.0,40.0,,,,,,,0.0,,74,0.0,0.0,0.0,10.0,10.0,,,
2020-03-18,US-AR,33.0,236.0,50.0,,,,,,,,,269,0.0,0.0,39.0,11.0,50.0,,,
2020-03-18,US-AS,0.0,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-18,US-AZ,28.0,148.0,102.0,,,,,,,0.0,,176,0.0,0.0,6.0,8.0,14.0,,,
2020-03-18,US-CA,611.0,7981.0,,,,,,,,13.0,,8592,2.0,0.0,0.0,128.0,128.0,,,
2020-03-18,US-CO,183.0,1617.0,1.0,,,,,,,2.0,,1800,1.0,0.0,561.0,23.0,584.0,,,
2020-03-18,US-CT,68.0,125.0,8.0,,,,,,,,,193,0.0,0.0,0.0,27.0,27.0,,,
2020-03-18,US-DC,31.0,138.0,1.0,,,,,,,,,169,0.0,0.0,34.0,9.0,43.0,,,
2020-03-18,US-DE,25.0,36.0,32.0,,,,,,,,,61,0.0,0.0,0.0,9.0,9.0,,,
2020-03-18,US-FL,314.0,1225.0,954.0,,,,,,,7.0,,1539,1.0,0.0,285.0,128.0,413.0,,,
2020-03-18,US-GA,197.0,1311.0,,,,,,,,1.0,,1508,0.0,0.0,1311.0,51.0,1362.0,,,
2020-03-18,US-GU,8.0,57.0,,,,,,,,,,65,0.0,0.0,16.0,3.0,19.0,,,
2020-03-18,US-HI,14.0,93.0,,,,,,,,,,107,0.0,0.0,93.0,4.0,97.0,,,
2020-03-18,US-IA,29.0,83.0,29.0,,,,,,,,,112,0.0,0.0,0.0,6.0,6.0,,,
2020-03-18,US-ID,9.0,459.0,,,,,,,,,,468,0.0,0.0,113.0,2.0,115.0,,,
2020-03-18,US-IL,288.0,1763.0,195.0,,,,,,,1.0,,2051,0.0,0.0,423.0,129.0,552.0,,,
2020-03-18,US-IN,39.0,154.0,,,,,,,,2.0,,193,0.0,0.0,25.0,9.0,34.0,,,
2020-03-18,US-KS,16.0,417.0,21.0,,,,,,,1.0,,433,0.0,0.0,35.0,1.0,36.0,,,
2020-03-18,US-KY,26.0,354.0,3.0,,,,,,,1.0,,380,0.0,0.0,59.0,4.0,63.0,,,
2020-03-18,US-LA,240.0,335.0,,,,,,,,6.0,,575,2.0,0.0,49.0,69.0,118.0,,,
2020-03-18,US-MA,256.0,2015.0,,,,,,,,,,2271,0.0,0.0,474.0,38.0,512.0,,,
2020-03-18,US-MD,85.0,94.0,12.0,,,,,,,,,179,0.0,0.0,0.0,28.0,28.0,,,
2020-03-18,US-ME,43.0,1670.0,17.0,,,,,,,,,1713,0.0,0.0,367.0,11.0,378.0,,,
2020-03-18,US-MI,80.0,1215.0,30.0,,,,,,,,,1295,0.0,0.0,589.0,15.0,604.0,,,
2020-03-18,US-MN,77.0,2685.0,,,,,,,,,,2762,0.0,0.0,409.0,17.0,426.0,,,
2020-03-18,US-MO,13.0,253.0,,,,,,,,0.0,,266,0.0,0.0,46.0,5.0,51.0,,,
2020-03-18,US-MP,0.0,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-18,US-MS,34.0,479.0,,,,,,,,,,513,0.0,0.0,111.0,13.0,124.0,,,
2020-03-18,US-MT,10.0,499.0,57.0,,,,,,,,,509,0.0,0.0,196.0,2.0,198.0,,,
2020-03-18,US-NC,63.0,1787.0,151.0,,,,,,,0.0,,1850,0.0,0.0,1313.0,23.0,1336.0,,,
2020-03-18,US-ND,6.0,268.0,0.0,,,,,,,0.0,,274,0.0,0.0,48.0,3.0,51.0,,,
2020-03-18,US-NE,24.0,206.0,33.0,,,,,,,,,230,0.0,0.0,0.0,3.0,3.0,,,
2020-03-18,US-NH,26.0,513.0,208.0,,,,,,,,,539,0.0,0.0,158.0,9.0,167.0,,,
2020-03-18,US-NJ,427.0,190.0,21.0,,,,,,,5.0,,617,2.0,0.0,27.0,160.0,187.0,,,
2020-03-18,US-NM,28.0,2326.0,0.0,,,,,,,,,2354,0.0,0.0,1077.0,5.0,1082.0,,,
2020-03-18,US-NV,55.0,168.0,164.0,,,,,,,1.0,,223,0.0,0.0,0.0,0.0,0.0,,,
2020-03-18,US-NY,2382.0,12215.0,236.0,,,,,,,12.0,,14597,5.0,0.0,6709.0,682.0,7391.0,,,
2020-03-18,US-OH,88.0,140.0,361.0,,,,,,,,,228,0.0,0.0,0.0,21.0,21.0,,,
2020-03-18,US-OK,29.0,378.0,110.0,,,,,,,,,407,0.0,0.0,131.0,12.0,143.0,,,
2020-03-18,US-OR,75.0,1118.0,361.0,,,,,,,3.0,,1193,3.0,0.0,429.0,28.0,457.0,,,
2020-03-18,US-PA,133.0,1187.0,183.0,,,,,,,1.0,,1320,1.0,0.0,308.0,37.0,345.0,,,
2020-03-18,US-PR,5.0,31.0,21.0,,,,,,,,,36,0.0,0.0,18.0,0.0,18.0,,,
2020-03-18,US-RI,33.0,540.0,334.0,,,,,,,,,573,0.0,0.0,137.0,10.0,147.0,,,
2020-03-18,US-SC,60.0,583.0,,,,,,,,1.0,,643,0.0,0.0,272.0,27.0,299.0,,,
2020-03-18,US-SD,11.0,551.0,350.0,,,,,,,1.0,,562,1.0,0.0,0.0,0.0,0.0,,,
2020-03-18,US-TN,98.0,349.0,,,,,,,,,,447,0.0,0.0,19.0,25.0,44.0,,,
2020-03-18,US-TX,83.0,1824.0,,,,,,,,2.0,,1907,1.0,0.0,620.0,19.0,639.0,,,
2020-03-18,US-UT,63.0,131.0,,,,,,,,0.0,,194,0.0,0.0,0.0,12.0,12.0,,,
2020-03-18,US-VA,77.0,1201.0,9.0,,,,,,,1.0,,1278,0.0,0.0,240.0,10.0,250.0,,,
2020-03-18,US-VI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-18,US-VT,19.0,592.0,,,,,,,,,,611,0.0,0.0,97.0,9.0,106.0,,,
2020-03-18,US-WA,1380.0,13117.0,60.0,,,,,,,81.0,,14497,4.0,0.0,1535.0,169.0,1704.0,,,
2020-03-18,US-WI,106.0,1577.0,12.0,,,,,,,,,1683,0.0,0.0,539.0,34.0,573.0,,,
2020-03-18,US-WV,1.0,122.0,14.0,,,,,,,0.0,,123,0.0,0.0,42.0,1.0,43.0,,,
2020-03-18,US-WY,15.0,178.0,0.0,,,,,,,,,193,0.0,0.0,83.0,5.0,88.0,,,
2020-03-19,US-AK,6.0,432.0,14.0,,,,,,,,,438,0.0,0.0,26.0,0.0,26.0,,,
2020-03-19,US-AL,68.0,28.0,40.0,,,,,,,0.0,,96,0.0,0.0,0.0,22.0,22.0,,,
2020-03-19,US-AR,46.0,310.0,113.0,,,,,,,,,356,0.0,0.0,74.0,13.0,87.0,,,
2020-03-19,US-AS,0.0,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-19,US-AZ,44.0,175.0,130.0,,,,,,,0.0,,219,0.0,0.0,27.0,16.0,43.0,,,
2020-03-19,US-CA,924.0,8787.0,,,,,,,,18.0,,9711,5.0,0.0,806.0,313.0,1119.0,,,
2020-03-19,US-CO,216.0,2112.0,1.0,,,,,,,2.0,,2328,0.0,0.0,495.0,33.0,528.0,,,
2020-03-19,US-CT,96.0,604.0,8.0,,,,,,,1.0,,700,1.0,0.0,479.0,28.0,507.0,,,
2020-03-19,US-DC,39.0,153.0,11.0,,,,,,,0.0,,192,0.0,0.0,15.0,8.0,23.0,,,
2020-03-19,US-DE,30.0,36.0,32.0,,,,,,,0.0,,66,0.0,0.0,0.0,5.0,5.0,,,
2020-03-19,US-FL,390.0,1533.0,1019.0,,,,,,,8.0,,1923,1.0,0.0,308.0,76.0,384.0,,,
2020-03-19,US-GA,287.0,1544.0,,,,,,,,10.0,,1831,9.0,0.0,233.0,90.0,323.0,,,
2020-03-19,US-GU,12.0,69.0,,,,,,,,,,81,0.0,0.0,12.0,4.0,16.0,,,
2020-03-19,US-HI,16.0,93.0,,,,,,,,,,109,0.0,0.0,0.0,2.0,2.0,,,
2020-03-19,US-IA,38.0,83.0,29.0,,,,,,,,,121,0.0,0.0,0.0,9.0,9.0,,,
2020-03-19,US-ID,11.0,459.0,,,,,,,,,,470,0.0,0.0,0.0,2.0,2.0,,,
2020-03-19,US-IL,422.0,2725.0,195.0,,,,,,,4.0,,3147,3.0,0.0,962.0,134.0,1096.0,,,
2020-03-19,US-IN,56.0,324.0,,,,,,,,2.0,,380,0.0,0.0,170.0,17.0,187.0,,,
2020-03-19,US-KS,34.0,417.0,21.0,,,,,,,1.0,,451,0.0,0.0,0.0,18.0,18.0,,,
2020-03-19,US-KY,35.0,454.0,3.0,,,,,,,1.0,,489,0.0,0.0,100.0,9.0,109.0,,,
2020-03-19,US-LA,347.0,458.0,,,,,,,,8.0,,805,2.0,0.0,123.0,107.0,230.0,,,
2020-03-19,US-MA,328.0,2804.0,,,,,,,,,,3132,0.0,0.0,789.0,72.0,861.0,,,
2020-03-19,US-MD,107.0,94.0,12.0,,,,,,,1.0,,201,1.0,0.0,0.0,22.0,22.0,,,
2020-03-19,US-ME,53.0,2004.0,17.0,,,,,,,,,2057,0.0,0.0,334.0,10.0,344.0,,,
2020-03-19,US-MI,336.0,1785.0,30.0,,,,,,,3.0,,2121,3.0,0.0,570.0,256.0,826.0,,,
2020-03-19,US-MN,89.0,2949.0,,,,,,,,,,3038,0.0,0.0,264.0,12.0,276.0,,,
2020-03-19,US-MO,24.0,308.0,,,,,,,,1.0,,332,1.0,0.0,55.0,11.0,66.0,,,
2020-03-19,US-MP,0.0,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-19,US-MS,50.0,552.0,,,,,,,,,,602,0.0,0.0,73.0,16.0,89.0,,,
2020-03-19,US-MT,12.0,761.0,57.0,,,,,,,,,773,0.0,0.0,262.0,2.0,264.0,,,
2020-03-19,US-NC,97.0,2408.0,151.0,,,,,,,0.0,,2505,0.0,0.0,621.0,34.0,655.0,,,
