iso2,admin_level,name,osm_id,population,timezone,lat,long,wikidata_id,wikipedia_id,iso1
AD-02,7,Canillo,2804754,4103.0,Europe/Andorra,42.58,1.66,Q24260,ca:Canillo,AD
AD-03,7,Encamp,2804755,12338.0,Europe/Andorra,42.53,1.65,Q24269,ca:Encamp,AD
AD-04,7,La Massana,2804757,10076.0,Europe/Andorra,42.56,1.48,Q24276,ca:La Massana,AD
AD-05,7,Ordino,2804758,4545.0,Europe/Andorra,42.61,1.53,Q24272,ca:Ordino,AD
AD-06,7,Sant Julià de Lòria,2804759,9379.0,Europe/Andorra,42.46,1.49,Q24282,ca:Sant Julià de Lòria,AD
AD-07,7,Andorra la Vella,2804753,22615.0,Europe/Andorra,42.5,1.51,Q2522163,ca:Andorra la Vella,AD
AD-08,7,Escaldes-Engordany,2804756,14521.0,Europe/Andorra,42.49,1.59,Q24286,ca:Escaldes-Engordany,AD
AE-AJ,4,Ajman,3766482,,Asia/Dubai,25.19,55.75,Q159477,en:Emirate of Ajman,AE
AE-AZ,4,Abu Dhabi,3766481,2908173.0,Asia/Dubai,23.66,54.05,Q187712,,AE
AE-DU,4,Dubai,3766483,3355900.0,Asia/Dubai,24.94,55.39,Q613,ar:دبي,AE
AE-FU,4,Fujairah,3766484,225360.0,Asia/Dubai,25.34,56.2,Q4091,ar:فجيرة,AE
AE-RK,4,Ras al-Khaimah,3766485,241000.0,Asia/Dubai,25.45,56.03,Q170024,,AE
AE-SH,4,Sharjah,3766486,895252.0,Asia/Dubai,25.16,55.81,Q188810,ar:الشارقة,AE
AE-UQ,4,Umm al-Quwain,3766487,,Asia/Dubai,25.47,55.75,Q175021,,AE
AF-BAL,4,Balkh,1674795,,Asia/Kabul,36.67,67.08,Q121104,en:Balkh Province,AF
AF-BAM,4,Bamyan,1674849,492400.0,Asia/Kabul,34.81,67.23,Q171382,ps:باميان ولايت,AF
AF-BDG,4,Badghis,1674811,500000.0,Asia/Kabul,35.14,63.74,Q172052,en:Badghis Province,AF
AF-BDS,4,Badakhshan,1674535,823000.0,Asia/Dushanbe,37.04,71.46,Q165376,en:Badakhshan Province,AF
AF-BGL,4,Baghlan,1674785,,Asia/Kabul,35.8,68.91,Q170309,ps:بغلان ولايت,AF
AF-DAY,4,Daykundi,1674833,417300.0,Asia/Kabul,33.77,66.15,Q181220,ps:دايکندي ولايت,AF
AF-FRA,4,Farah,1674802,,Asia/Kabul,32.62,62.3,Q180330,en:Farah Province,AF
AF-FYB,4,Faryab,1674814,,Asia/Kabul,36.06,64.87,Q173830,en:Faryab Province,AF
AF-GHA,4,Ghazni,1675048,,Asia/Kabul,33.32,67.81,Q180415,en:Ghazni Province,AF
AF-GHO,4,Ghor,1674816,680200.0,Asia/Kabul,34.18,64.93,Q186392,fa:ولایت غور,AF
AF-HEL,4,Helmand,1674573,859600.0,Asia/Kabul,31.11,64.03,Q173821,en:Helmand Province,AF
AF-HER,4,Herat,1674803,1762157.0,Asia/Kabul,34.2,62.13,Q182844,en:Herat Province,AF
AF-JOW,4,Jowzjan,1674800,,Asia/Kabul,36.82,65.85,Q183036,en:Jowzjan Province,AF
AF-KAB,4,Kabul,1674876,4012000.0,Asia/Kabul,34.56,69.33,Q188933,ps:کابل ولايت,AF
AF-KAN,4,Kandahar,1674567,,Asia/Kabul,31.04,65.71,Q173808,ps:کندهار ولايت,AF
AF-KAP,4,Kapisa,1674767,399500.0,Asia/Kabul,34.96,69.62,Q173816,en:Kapisa Province,AF
AF-KDZ,4,Kunduz,1674564,820000.0,Asia/Kabul,36.84,68.75,Q186418,en:Kunduz Province,AF
AF-KHO,4,Khost,1674878,,Asia/Kabul,33.38,69.83,Q185752,en:Khost Province,AF
AF-KNR,4,Kunar,1674607,578500.0,Asia/Kabul,34.97,71.1,Q188147,en:Kunar Province,AF
AF-LAG,4,Laghman,1674766,4035000.0,Asia/Kabul,34.76,70.16,Q185442,ps:لغمان ولايت,AF
AF-LOG,4,Logar,1674874,,Asia/Kabul,34.01,69.17,Q6667298,ps:لوگر ولايت,AF
AF-NAN,4,Nangarhar,1674770,,Asia/Kabul,34.27,70.47,Q178471,ps:ننگرهار ولايت,AF
AF-NIM,4,Nimruz,1674664,149000.0,Asia/Kabul,30.83,62.34,Q183021,en:Nimruz Province,AF
AF-NUR,4,Nuristan,1674544,,Asia/Kabul,35.42,70.79,Q167485,en:Nuristan Province,AF
AF-PAN,4,Panjshir,1675032,,Asia/Kabul,35.45,69.8,Q181235,ps:پنجشېر ولايت,AF
AF-PAR,4,Parwan,1674782,664502.0,Asia/Kabul,34.96,68.88,Q188157,en:Parwan Province,AF
AF-PIA,4,Paktia,1674882,4992000.0,Asia/Kabul,33.63,69.39,Q182493,en:Paktia Province,AF
AF-PKA,4,Paktika,1675047,393800.0,Asia/Kabul,32.48,68.74,Q185575,en:Paktika Province,AF
AF-SAM,4,Samangan,1674791,,Asia/Kabul,35.97,67.7,Q183015,en:Samangan Province,AF
AF-SAR,4,Sar-e Pol,1674994,532000.0,Asia/Kabul,35.71,66.14,Q182487,en:Sar-e Pol Province,AF
AF-TAK,4,Takhar,1674541,,Asia/Kabul,36.7,69.78,Q186395,en:Takhar Province,AF
AF-URU,4,Urōzgān,1674993,,Asia/Kabul,32.99,66.11,Q183028,en:Urozgan Province,AF
AF-WAR,4,Maidan Wardak,1759757,540100.0,Asia/Kabul,34.3,68.22,Q183056,en:Maidan Wardak Province,AF
AF-ZAB,4,Zabul,1674841,,Asia/Kabul,32.2,67.15,Q139126,en:Zabul Province,AF
AG-03,6,Saint George,9604933,7496.0,America/Antigua,17.12,-61.79,Q1770796,"en:Saint George Parish, Antigua and Barbuda",AG
AG-04,6,Saint John,9604932,49225.0,America/Antigua,17.11,-61.83,Q548816,"en:Saint John Parish, Antigua and Barbuda",AG
AG-05,6,Saint Mary,9604457,7067.0,America/Antigua,17.05,-61.85,Q1999872,"en:Saint Mary Parish, Antigua and Barbuda",AG
AG-06,6,Saint Paul,9604629,7979.0,America/Antigua,17.03,-61.77,Q386093,"en:Saint Paul Parish, Antigua and Barbuda",AG
AG-07,6,Saint Peter,9604794,5307.0,America/Antigua,17.09,-61.76,Q1952603,"en:Saint Peter Parish, Antigua and Barbuda",AG
AG-08,6,Saint Philip,9604456,3125.0,America/Antigua,17.06,-61.71,Q1996895,"en:Saint Philip Parish, Antigua and Barbuda",AG
AG-10,4,Barbuda,7742426,1638.0,America/Antigua,17.63,-61.79,Q238752,en:Barbuda,AG
AG-11,4,Redonda,7742427,,America/Antigua,16.94,-62.35,Q457261,en:Redonda,AG
AL-01,6,Berat County,1252289,141944.0,Europe/Tirane,40.63,20.1,Q189296,sq:Qarku i Beratit,AL
AL-02,6,Durrës County,1249872,262785.0,Europe/Tirane,41.45,19.63,Q192853,sq:Qarku i Durrësit,AL
AL-03,6,Elbasan County,1250609,295827.0,Europe/Tirane,41.05,20.2,Q193790,en:Elbasan County,AL
AL-04,6,Fier County,1251469,310331.0,Europe/Tirane,40.77,19.63,Q231900,sq:Qarku i Fierit,AL
AL-05,6,Gjirokastër County,1253915,72176.0,Europe/Tirane,40.21,20.18,Q193454,sq:Qarku i Gjirokastrës,AL
AL-06,6,Korçë County,1252589,220357.0,Europe/Tirane,40.62,20.67,Q193464,sq:Qarku i Korçës,AL
AL-07,6,Kukës County,1759889,85292.0,Europe/Tirane,42.2,20.24,Q231896,en:Kukës County,AL
AL-08,6,Lezhë County,1248935,134027.0,Europe/Tirane,41.8,19.85,Q193436,en:Lezhë County,AL
AL-09,6,Dibër County,1249567,137047.0,Europe/Tirane,41.6,20.24,Q192866,en:Dibër County,AL
AL-10,6,Shkodër County,1248293,215347.0,Europe/Tirane,42.18,19.73,Q193438,sq:Qarku i Shkodrës,AL
AL-11,6,Tirana County,1250098,749365.0,Europe/Tirane,41.27,19.79,Q229892,sq:Qarku i Tiranës,AL
AL-12,6,Vlorë County,1255521,175640.0,Europe/Tirane,40.16,19.8,Q192849,sq:Qarku i Vlorës,AL
AL-ER,7,Bashkia Kolonjë,1759871,,Europe/Tirane,40.31,20.62,Q16350074,"en:Kolonjë, Korçë",AL
AL-KU,7,Bashkia Kukës,1248555,16719.0,Europe/Tirane,42.0,20.4,Q210197,en:Kukës,AL
AL-TP,7,Bashkia Tropojë,1759995,20517.0,Europe/Tirane,42.37,20.05,Q909791,en:Tropojë,AL
AM-AG,4,Aragatsotn Province,3917110,,Asia/Yerevan,40.44,44.14,Q17915,hy:Արագածոտնի մարզ,AM
AM-AR,4,Ararat Province,364083,260367.0,Asia/Yerevan,39.96,44.79,Q199880,hy:Արարատի մարզ,AM
AM-AV,4,Armavir Province,364086,265770.0,Asia/Yerevan,40.14,44.03,Q201147,hy:Արմավիրի մարզ,AM
AM-ER,4,Yerevan,364087,1075800.0,Asia/Yerevan,40.17,44.52,Q1953,en:Yerevan,AM
AM-GR,4,Gegharkunik Province,364080,235075.0,Asia/Yerevan,40.3,45.35,Q199905,hy:Գեղարքունիքի մարզ,AM
AM-KT,4,Kotayk Province,364084,,Asia/Yerevan,40.4,44.7,Q4511,hy:Կոտայքի մարզ,AM
AM-LO,4,Lori Province,364078,392300.0,Asia/Yerevan,40.97,44.49,Q200350,hy:Լոռու մարզ,AM
AM-SH,4,Shirak Province,364077,,Asia/Yerevan,40.83,43.87,Q201063,hy:Շիրակի մարզ,AM
AM-SU,4,Syunik Province,364082,,Asia/Yerevan,39.35,46.17,Q2523428,ru:Сюникская область,AM
AM-TV,4,Tavush Province,364079,,Asia/Yerevan,40.91,45.13,Q201140,hy:Տավուշի մարզ,AM
AM-VD,4,Vayots Dzor Province,364081,,Asia/Yerevan,39.77,45.45,Q200124,hy:Վայոց ձորի մարզ,AM
AO-BGO,4,Bengo,1802539,351579.0,Africa/Luanda,-8.98,13.88,Q191299,en:Bengo Province,AO
AO-BGU,4,Benguela,1802540,2036662.0,Africa/Luanda,-12.93,13.99,Q212786,en:Benguela Province,AO
AO-BIE,4,Bié,1802541,,Africa/Luanda,-12.32,17.36,Q213977,en:Bié Province,AO
AO-CAB,4,Cabinda,422607,,Africa/Luanda,-5.05,12.47,Q168787,en:Cabinda Province,AO
AO-CCU,4,Cuando Cubango,568485,,Africa/Luanda,-16.12,19.52,Q215268,en:Cuando Cubango Province,AO
AO-CNN,4,Cunene,422606,965288.0,Africa/Luanda,-16.5,15.58,Q216987,en:Cunene Province,AO
AO-CNO,4,Cuanza Norte,1802542,,Africa/Luanda,-8.9,14.94,Q216834,en:Cuanza Norte Province,AO
AO-CUS,4,Cuanza Sul,1802543,,Africa/Luanda,-10.83,15.04,Q216998,en:Cuanza Sul Province,AO
AO-HUA,4,Huambo,1802544,,Africa/Luanda,-12.57,15.74,Q218848,en:Huambo Province,AO
AO-HUI,4,Huíla,1802545,,Africa/Luanda,-14.74,14.95,Q214572,en:Huíla Province,AO
AO-LNO,4,Lunda Norte,1802547,,Africa/Luanda,-8.61,19.53,Q214221,en:Lunda Norte Province,AO
AO-LSU,4,Lunda Sul,1802548,,Africa/Luanda,-10.18,20.65,Q219648,en:Lunda Sul Province,AO
AO-LUA,4,Luanda,1802546,6542944.0,Africa/Luanda,-8.96,13.33,Q190066,en:Luanda Province,AO
AO-MAL,4,Malanje,422660,,Africa/Luanda,-9.52,16.99,Q219072,en:Malanje Province,AO
AO-MOX,4,Moxico,1802549,727594.0,Africa/Luanda,-12.88,21.04,Q173988,en:Moxico Province,AO
AO-NAM,4,Namibe,1802550,471613.0,Africa/Luanda,-15.5,12.73,Q216819,en:Namibe Province,AO
AO-UIG,4,Uíge,422659,,Africa/Luanda,-7.02,15.47,Q216972,en:Uíge Province,AO
AO-ZAI,4,Zaire,422608,,Africa/Luanda,-6.6,13.56,Q196674,en:Zaire Province,AO
AR-A,4,Salta,2405230,1333365.0,America/Argentina/Salta,-24.3,-64.81,Q44803,es:Provincia de Salta,AR
AR-B,4,Buenos Aires,1632167,15355000.0,America/Argentina/Buenos_Aires,-36.67,-60.56,Q44754,es:Provincia de Buenos Aires,AR
AR-C,4,Autonomous City of Buenos Aires,3082668,3063728.0,America/Argentina/Buenos_Aires,-34.61,-58.45,Q1486,es:Buenos Aires,AR
AR-D,4,San Luis,153538,489255.0,America/Argentina/San_Luis,-33.76,-66.03,Q44818,es:Provincia de San Luis,AR
AR-E,4,Entre Ríos Province,153551,1235994.0,America/Argentina/Cordoba,-32.06,-59.2,Q44762,es:Provincia de Entre Ríos,AR
AR-F,4,La Rioja,153536,387728.0,America/Argentina/La_Rioja,-29.68,-67.18,Q44796,es:Provincia de La Rioja (Argentina),AR
AR-G,4,Santiago del Estero,153544,896461.0,America/Argentina/Cordoba,-27.78,-63.25,Q44827,es:Provincia de Santiago del Estero,AR
AR-H,4,Chaco,153554,1055259.0,America/Argentina/Cordoba,-26.39,-60.77,Q44757,es:Provincia del Chaco,AR
AR-J,4,San Juan,153539,738959.0,America/Argentina/San_Juan,-30.86,-68.89,Q44805,es:Provincia de San Juan (Argentina),AR
AR-K,4,Catamarca,153545,396895.0,America/Argentina/Catamarca,-27.34,-66.94,Q44756,es:Provincia de Catamarca,AR
AR-L,4,La Pampa,153541,349299.0,America/Argentina/Salta,-37.14,-65.45,Q44795,es:Provincia de La Pampa,AR
AR-M,4,Mendoza,153540,2086000.0,America/Argentina/Mendoza,-34.63,-68.58,Q44797,es:Provincia de Mendoza,AR
AR-N,4,Misiones,153553,1189446.0,America/Argentina/Cordoba,-26.88,-54.65,Q44798,es:Provincia de Misiones,AR
AR-P,4,Formosa,2849847,527895.0,America/Argentina/Cordoba,-24.9,-59.93,Q44761,es:Provincia de Formosa,AR
AR-Q,4,Neuquén Province,1606727,637913.0,America/Argentina/Salta,-38.64,-70.12,Q44800,es:Provincia del Neuquén,AR
AR-R,4,Río Negro Province,153547,638645.0,America/Argentina/Salta,-40.41,-67.23,Q44802,es:Provincia de Río Negro,AR
AR-S,4,Santa Fe,153543,3397532.0,America/Argentina/Cordoba,-30.71,-60.95,Q44823,es:Provincia de Santa Fe,AR
AR-T,4,Tucumán,153558,1448188.0,America/Argentina/Tucuman,-26.95,-65.36,Q44829,es:Provincia de Tucumán,AR
AR-U,4,Chubut,153548,509108.0,America/Argentina/Catamarca,-43.79,-68.53,Q45007,es:Provincia del Chubut,AR
AR-V,4,Tierra del Fuego Province,153550,160720.0,America/Argentina/Ushuaia,-54.34,-67.39,Q44832,"es:Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",AR
AR-W,4,Corrientes,153552,992595.0,America/Argentina/Cordoba,-28.77,-57.8,Q44758,es:Provincia de Corrientes,AR
AR-X,4,Córdoba,3592494,3567654.0,America/Argentina/Cordoba,-32.15,-63.8,Q44759,es:Provincia de Córdoba (Argentina),AR
AR-Y,4,Jujuy,153556,727780.0,America/Argentina/Jujuy,-23.32,-65.76,Q44764,es:Provincia de Jujuy,AR
AR-Z,4,"Santa Cruz Province, Argentina",153549,273964.0,America/Argentina/Rio_Gallegos,-48.81,-69.95,Q44821,es:Provincia de Santa Cruz,AR
AT-1,4,Burgenland,76909,291023.0,Europe/Vienna,47.54,16.52,Q43210,de:Burgenland,AT
AT-2,4,Carinthia,52345,560300.0,Europe/Vienna,46.77,13.92,Q37985,de:Kärnten,AT
AT-3,4,Lower Austria,77189,1653419.0,Europe/Vienna,48.27,15.75,Q42497,de:Niederösterreich,AT
AT-4,4,Upper Austria,102303,1453733.0,Europe/Vienna,48.14,13.97,Q41967,de:Oberösterreich,AT
AT-5,4,Salzburg,86539,545742.0,Europe/Vienna,47.39,13.08,Q43325,de:Land Salzburg,AT
AT-6,4,Styria,35183,1231865.0,Europe/Vienna,47.27,15.01,Q41358,de:Steiermark,AT
AT-7,4,Tyrol,52343,739002.0,Europe/Vienna,47.19,11.5,Q42880,de:Tirol (Bundesland),AT
AT-8,4,Vorarlberg,74942,388711.0,Europe/Vienna,47.24,9.9,Q38981,de:Vorarlberg,AT
AT-9,4,Vienna,109166,1888776.0,Europe/Vienna,48.21,16.38,Q1741,de:Wien,AT
AU-ACT,4,Australian Capital Territory,2354197,396857.0,Australia/Canberra,-35.49,149.0,Q3258,en:Australian Capital Territory,AU
AU-NSW,4,New South Wales,2316593,7480228.0,Australia/Sydney,-32.17,147.01,Q3224,en:New South Wales,AU
AU-NT,4,Northern Territory,2316594,245562.0,Australia/Darwin,-19.42,133.37,Q3235,en:Northern Territory,AU
AU-QLD,4,Queensland,2316595,4703193.0,Australia/Brisbane,-22.57,144.55,Q36074,en:Queensland,AU
AU-SA,4,South Australia,2316596,1742744.0,Australia/Adelaide,-30.11,135.83,Q35715,en:South Australia,AU
AU-TAS,4,Tasmania,2369652,509965.0,Australia/Hobart,-41.97,146.62,Q34366,en:Tasmania,AU
AU-VIC,4,Victoria,2316741,5926624.0,Australia/Melbourne,-36.85,144.3,Q36687,en:Victoria (Australia),AU
AU-WA,4,Western Australia,2316598,2474410.0,Australia/Perth,-25.47,122.18,Q3206,en:Western Australia,AU
AZ-ABS,4,Absheron District,3764533,90264.0,Asia/Baku,40.35,49.35,Q179538,,AZ
AZ-AGA,4,Agstafa,3764539,84600.0,Asia/Baku,41.26,45.45,Q275744,az:Ağstafa rayonu,AZ
AZ-AGC,4,Aghjabadi District,3764536,121707.0,Asia/Baku,40.03,47.43,Q330818,de:Ağcabədi (Rayon),AZ
AZ-AGM,4,Agdam District,3795445,,Asia/Baku,40.03,47.12,Q201647,de:Ağdam (Rayon),AZ
AZ-AGS,4,Agdash District,3764538,105500.0,Asia/Baku,40.6,47.42,Q275784,de:Ağdaş (Rayon),AZ
AZ-AGU,4,Agsu District,3764540,77290.0,Asia/Baku,40.53,48.39,Q330800,de:Ağsu (Rayon),AZ
AZ-AST,4,Astara District,3764535,,Asia/Baku,38.52,48.71,Q269680,de:Astara (Rayon),AZ
AZ-BA,4,Baku,3764541,2262600.0,Asia/Baku,40.3,49.76,Q9248,az:Bakı,AZ
AZ-BAB,4,Babek District,3789855,,Asia/Baku,39.24,45.45,Q643895,ru:Бабекский район,AZ
AZ-BAL,4,Balakan,3764542,97700.0,Asia/Baku,41.73,46.44,Q330850,de:Balakən (Rayon),AZ
AZ-BAR,4,Barda District,3764546,152700.0,Asia/Baku,40.35,47.23,Q330857,az:Bərdə rayonu,AZ
AZ-BEY,4,Beylagan District,3764543,135000.0,Asia/Baku,39.82,47.7,Q330807,de:Beyləqan (Rayon),AZ
AZ-BIL,4,Bilasuvar District,3764545,102400.0,Asia/Baku,39.53,48.47,Q330834,de:Biləsuvar (Rayon),AZ
AZ-CAB,4,Jabrayil District,7861847,,Asia/Baku,39.39,47.29,Q457491,en:Jabrayil District,AZ
AZ-CAL,4,Jalilabad District,3764547,,Asia/Baku,39.23,48.45,Q372795,az:Cəlilabad rayonu,AZ
AZ-CUL,4,Julfa District,3789856,37918.0,Asia/Baku,39.15,45.71,Q644035,az:Culfa rayonu,AZ
AZ-DAS,4,Dashkasan District,3795448,34476.0,Asia/Baku,40.47,46.03,Q457494,de:Daşkəsən (Rayon),AZ
AZ-FUZ,4,Fizuli District,3795450,125.0,Asia/Baku,39.6,47.43,Q331687,de:Füzuli (Rayon),AZ
AZ-GA,4,Ganja District,3764556,331400.0,Asia/Baku,40.68,46.36,Q131290,de:Gəncə,AZ
AZ-GAD,4,Gədəbəy District,3764555,,Asia/Baku,40.55,45.67,Q330749,de:Gədəbəy (Rayon),AZ
AZ-GOR,4,Goranboy District,3795446,103300.0,Asia/Baku,40.58,46.65,Q330843,de:Goranboy (Rayon),AZ
AZ-GOY,4,Goychay District,3764553,119400.0,Asia/Baku,40.58,47.85,Q477163,az:Göyçay rayonu,AZ
AZ-GYG,4,Goygol District,3795447,60890.0,Asia/Baku,40.53,46.32,Q388087,de:Göygöl (Rayon),AZ
AZ-HAC,4,Hajigabul District,3764557,,Asia/Baku,40.11,48.91,Q476690,az:Hacıqabul rayonu,AZ
AZ-IMI,4,Imishli District,3764590,130000.0,Asia/Baku,39.87,48.06,Q343908,de:İmişli (Rayon),AZ
AZ-ISM,4,Ismailli District,3764591,86106.0,Asia/Baku,40.81,48.18,Q344252,az:İsmayıllı rayonu,AZ
AZ-KAN,4,Kangarli District,3789860,,Asia/Baku,39.37,45.22,Q734030,az:Kəngərli rayonu,AZ
AZ-KUR,4,Kurdamir District,3764559,,Asia/Baku,40.26,48.21,Q688589,az:Kürdəmir rayonu,AZ
AZ-LA,4,Lankaran,3812604,51300.0,Asia/Baku,38.77,48.83,Q228811,de:Lənkəran (Stadt),AZ
AZ-LAN,4,Lankaran District,3772758,223100.0,Asia/Baku,38.91,48.82,Q269986,de:Lənkəran (Rayon),AZ
AZ-LER,4,Lerik District,3764560,84711.0,Asia/Baku,38.74,48.45,Q688626,de:Lerik (Rayon),AZ
AZ-MAS,4,Masally District,3764562,184900.0,Asia/Baku,39.02,48.68,Q476695,de:Masallı (Rayon),AZ
AZ-MI,4,Mingachevir,3812581,98800.0,Asia/Baku,40.8,46.99,Q230932,de:Mingəçevir,AZ
AZ-NA,4,Naftalan,3812595,7700.0,Asia/Baku,40.5,46.81,Q152825,de:Naftalan,AZ
AZ-NEF,4,Neftchala District,3772759,86520.0,Asia/Baku,39.36,49.03,Q688633,de:Neftçala (Rayon),AZ
AZ-NV,4,Nakhchivan,2379566,74500.0,Asia/Baku,39.21,45.41,Q230104,ru:Нахичевань,AZ
AZ-NX,3,Nakhichevan,186430,439800.0,Asia/Baku,39.31,45.51,Q131083,az:Naxçıvan Muxtar Respublikası,AZ
AZ-OGU,4,Oghuz District,3764564,41300.0,Asia/Baku,41.07,47.52,Q643989,de:Oğuz (Rayon),AZ
AZ-ORD,4,Ordubad District,3789858,,Asia/Baku,39.05,45.94,Q512623,ru:Ордубадский район,AZ
AZ-QAB,4,Qabala District,3764572,106660.0,Asia/Baku,40.94,47.8,Q593872,de:Qəbələ (Rayon),AZ
AZ-QAX,4,Qakh,3764566,,Asia/Baku,41.31,46.87,Q330796,de:Qax (Rayon),AZ
AZ-QAZ,4,Qazakh,3963560,91142.0,Asia/Baku,41.17,45.22,Q389381,de:Qazax (Rayon),AZ
AZ-QBA,4,Quba District,3764570,,Asia/Baku,41.19,48.46,Q457499,de:Quba (Rayon),AZ
AZ-QOB,4,Gobustan District,3764568,,Asia/Baku,40.53,48.95,Q457508,de:Qobustan (Rayon),AZ
AZ-QUS,4,Qusar District,3764571,,Asia/Baku,41.44,48.27,Q386506,de:Qusar (Rayon),AZ
AZ-SA,4,Shaki,3912204,68360.0,Asia/Baku,41.18,47.17,Q234783,de:Şəki,AZ
AZ-SAB,4,Sabirabad District,3764574,176685.0,Asia/Baku,39.9,48.68,Q382132,de:Sabirabad (Rayon),AZ
AZ-SAD,4,Sadarak District,3789859,,Asia/Baku,39.69,44.88,Q641468,az:Sədərək rayonu,AZ
AZ-SAH,4,Shakhbuz Rayon,2379535,,Asia/Baku,39.44,45.64,Q388081,az:Şahbuz rayonu,AZ
AZ-SAK,4,Shaki District,3912205,176000.0,Asia/Baku,41.1,47.17,Q330864,de:Şəki (Rayon),AZ
AZ-SAL,4,Salyan District,3764575,,Asia/Baku,39.67,49.06,Q457485,az:Salyan rayonu,AZ
AZ-SAR,4,Sharur District,3789857,95086.0,Asia/Baku,39.59,45.07,Q390820,az:Şərur rayonu,AZ
AZ-SAT,4,Saatly District,3764573,107151.0,Asia/Baku,39.84,48.46,Q601105,de:Saatlı (Rayon),AZ
AZ-SBN,4,Shabran District,3764592,,Asia/Baku,41.18,48.9,Q387994,az:Şabran rayonu,AZ
AZ-SIY,4,Siazan District,3764578,,Asia/Baku,41.03,49.08,Q820940,az:Siyəzən rayonu,AZ
AZ-SKR,4,Shamkir,3764597,203900.0,Asia/Baku,40.85,46.05,Q467491,,AZ
AZ-SM,4,Sumqayit,3764579,341200.0,Asia/Baku,40.61,49.61,Q179833,de:Sumqayıt,AZ
AZ-SMI,4,Shamakhi District,3764593,103900.0,Asia/Baku,40.62,48.65,Q330839,de:Şamaxı (Rayon),AZ
AZ-SMX,4,Samukh,3764577,54600.0,Asia/Baku,40.96,46.47,Q498437,de:Samux (Rayon),AZ
AZ-SR,4,Shirvan District,3764594,86500.0,Asia/Baku,39.94,48.93,Q241116,de:Şirvan,AZ
AZ-SUS,4,Shushi Region,3807624,29700.0,Asia/Baku,39.7,46.67,Q388960,ru:Шушинский район (НКР),AZ
AZ-TAR,4,Tartar District,3795449,102500.0,Asia/Baku,40.34,46.95,Q477168,de:Tərtər (Rayon),AZ
AZ-TOV,4,Tovuz District,3764580,160000.0,Asia/Baku,40.99,45.78,Q388980,,AZ
AZ-UCA,4,Ujar District,3764582,,Asia/Baku,40.43,47.73,Q476703,de:Ucar (Rayon),AZ
AZ-XA,4,Stepanakert,1861810,49848.0,Asia/Baku,39.82,46.76,Q129352,hy:Ստեփանակերտ,AZ
AZ-XAC,4,Khachmaz District,3764583,,Asia/Baku,41.55,48.76,Q6398826,de:Xaçmaz (Rayon),AZ
AZ-XCI,4,Askeran Region,3807617,,Asia/Baku,39.91,46.78,Q4807202,ru:Аскеранский район (НКР),AZ
AZ-XIZ,4,Khizi District,3764585,,Asia/Baku,40.76,49.19,Q476708,de:Xızı (Rayon),AZ
AZ-XVD,4,Khojavend District,3795451,42871.0,Asia/Baku,39.81,47.26,Q330813,de:Xocavənd (Rayon),AZ
AZ-YAR,4,Yardymli District,3764586,62387.0,Asia/Baku,38.9,48.25,Q127255,de:Yardımlı (Rayon),AZ
AZ-YE,4,Yevlakh,3912202,60000.0,Asia/Baku,40.61,47.15,Q175459,ru:Евлах,AZ
AZ-YEV,4,Yevlakh District,3764587,,Asia/Baku,40.72,47.02,Q458524,de:Yevlax (Rayon),AZ
AZ-ZAQ,4,Zaqatala,3764588,126900.0,Asia/Baku,41.59,46.68,Q147553,de:Zaqatala (Rayon),AZ
AZ-ZAR,4,Zardab District,3764589,,Asia/Baku,40.25,47.72,Q249293,de:Zərdab (Rayon),AZ
BA-01,5,Una-Sana Canton,2528153,,Europe/Sarajevo,44.77,16.24,Q18248,en:Una-Sana Canton,BA
BA-02,5,Posavina Canton,2528150,,Europe/Sarajevo,45.05,18.48,Q18249,en:Posavina Canton,BA
BA-03,5,Tuzla Canton,2528152,,Europe/Sarajevo,44.54,18.59,Q18250,en:Tuzla Canton,BA
BA-04,5,Zenica-Doboj Canton,2528155,,Europe/Sarajevo,44.29,18.18,Q18253,en:Zenica-Doboj Canton,BA
BA-05,5,Bosnian Podrinje Canton,2528146,,Europe/Sarajevo,43.66,18.81,Q18256,en:Bosnian-Podrinje Canton Goražde,BA
BA-06,5,Central Bosnia Canton,2528148,,Europe/Sarajevo,44.11,17.63,Q18262,en:Central Bosnia Canton,BA
BA-07,5,Herzegovina-Neretva Canton,2528149,222007.0,Europe/Sarajevo,43.42,17.85,Q18273,en:Herzegovina-Neretva Canton,BA
BA-08,5,West Herzegovina Canton,2528154,,Europe/Sarajevo,43.39,17.46,Q18275,en:West Herzegovina Canton,BA
BA-09,5,Sarajevo Canton,2528151,413593.0,Europe/Sarajevo,43.83,18.33,Q18276,en:Sarajevo Canton,BA
BA-10,5,Herzeg-Bosnia Canton,2528147,,Europe/Sarajevo,43.98,16.87,Q18277,en:Canton 10,BA
BA-BIH,4,Federation of Bosnia and Herzegovina,2528144,2219220.0,Europe/Sarajevo,44.1,17.52,Q11198,bs:Federacija Bosne i Hercegovine,BA
BA-BRC,4,Brčko District,2528143,,Europe/Sarajevo,44.82,18.73,Q194483,bs:Brčko Distrikt,BA
BA-SRP,4,Republika Srpska,2528145,1228423.0,Europe/Sarajevo,44.23,18.04,Q11196,sr:Република Српска,BA
BB-01,6,Christ Church,3961378,,America/Barbados,13.08,-59.53,Q1626524,,BB
