iso2,admin_level,name,osm_id,population,timezone,lat,long,wikidata_id,wikipedia_id,iso1
LK-22,5,Matale District,5351795,,Asia/Colombo,7.67,80.73,Q787421,,LK
LK-23,5,Nuwara Eliya District,5351796,,Asia/Colombo,6.97,80.71,Q1583950,en:Nuwara Eliya District,LK
LK-3,4,Southern Province,4630839,,Asia/Colombo,6.22,80.72,Q876308,"en:Southern Province, Sri Lanka",LK
LK-31,5,Galle District,5337914,1058771.0,Asia/Colombo,6.22,80.25,Q647649,,LK
LK-32,5,Matara District,5337946,,Asia/Colombo,6.14,80.54,Q1281285,,LK
LK-33,5,Hambantota District,5337945,,Asia/Colombo,6.26,81.1,Q723006,,LK
LK-43,5,Mannar District,3237347,,Asia/Colombo,8.88,80.09,Q178003,,LK
LK-44,5,Vavuniya District,3237349,,Asia/Colombo,8.86,80.48,Q527980,,LK
LK-45,5,Mullaitivu District,3237348,,Asia/Colombo,9.18,80.54,Q1587508,,LK
LK-5,4,Eastern Province,4630810,,Asia/Colombo,7.74,81.41,Q1046126,"en:Eastern Province, Sri Lanka",LK
LK-51,5,Batticaloa District,5351721,,Asia/Colombo,7.79,81.49,Q810960,,LK
LK-52,5,Ampara District,5351718,,Asia/Colombo,7.24,81.55,Q474395,,LK
LK-53,5,Trincomalee District,5620836,,Asia/Colombo,8.55,81.09,Q1493318,,LK
LK-6,4,North Western Province,4630837,,Asia/Colombo,7.79,80.11,Q876339,"en:North Western Province, Sri Lanka",LK
LK-61,5,Kurunegala District,5351778,,Asia/Colombo,7.66,80.24,Q745073,,LK
LK-62,5,Puttalam District,5351779,760778.0,Asia/Colombo,7.97,79.91,Q1665318,si:පුත්තලම පරිපාලන දිස්ත්‍රික්කය,LK
LK-7,4,North Central Province,4630836,,Asia/Colombo,8.26,80.68,Q1057124,"en:North Central Province, Sri Lanka",LK
LK-71,5,Anuradhapura District,5351719,860575.0,Asia/Colombo,8.39,80.51,Q612614,,LK
LK-72,5,Polonnaruwa District,5351723,,Asia/Colombo,7.99,81.03,Q931057,,LK
LK-8,4,Uva Province,4630840,1266463.0,Asia/Colombo,6.88,81.22,Q876293,en:Uva Province,LK
LK-81,5,Badulla District,5351720,,Asia/Colombo,7.08,81.04,Q799713,,LK
LK-82,5,Monaragala District,5351722,,Asia/Colombo,6.79,81.3,Q923420,,LK
LK-9,4,Sabaragamuwa Province,4630838,,Asia/Colombo,6.76,80.49,Q853272,en:Sabaragamuwa Province,LK
LK-91,5,Ratnapura District,5351780,,Asia/Colombo,6.59,80.57,Q1587175,,LK
LK-92,5,Kegalle District,5351777,,Asia/Colombo,7.1,80.34,Q1737803,,LK
LR-BG,4,Bong County,3320949,,Africa/Monrovia,6.94,-9.64,Q877578,en:Bong County,LR
LR-BM,4,Bomi County,3320948,82036.0,Africa/Monrovia,6.73,-10.81,Q844127,en:Bomi County,LR
LR-CM,4,Grand Cape Mount County,3320952,,Africa/Monrovia,7.1,-11.03,Q1047921,en:Grand Cape Mount County,LR
LR-GB,4,Grand Bassa County,3320951,,Africa/Monrovia,6.23,-9.81,Q1047895,en:Grand Bassa County,LR
LR-GG,4,Grand Gedeh County,3315297,,Africa/Monrovia,5.94,-8.22,Q950841,en:Grand Gedeh County,LR
LR-GK,4,Grand Kru County,3315170,,Africa/Monrovia,4.8,-8.2,Q574952,en:Grand Kru County,LR
LR-GP,4,Gbarpolu County,3320950,,Africa/Monrovia,7.41,-10.3,Q592251,en:Gbarpolu County,LR
LR-LO,4,Lofa County,3320953,270114.0,Africa/Monrovia,7.99,-9.86,Q870130,en:Lofa County,LR
LR-MG,4,Margibi County,3320954,,Africa/Monrovia,6.52,-10.26,Q1052737,en:Margibi County,LR
LR-MO,4,Montserrado County,3320955,1144806.0,Africa/Monrovia,6.51,-10.6,Q862608,en:Montserrado County,LR
LR-MY,4,Maryland County,3315051,136404.0,Africa/Monrovia,4.73,-7.77,Q870138,en:Maryland County,LR
LR-NI,4,Nimba County,3320773,,Africa/Monrovia,6.83,-8.77,Q868497,en:Nimba County,LR
LR-RG,4,River Gee County,3315298,,Africa/Monrovia,5.27,-7.8,Q1047875,en:River Gee County,LR
LR-RI,4,River Cess County,3315299,,Africa/Monrovia,5.86,-9.37,Q955095,en:Rivercess County,LR
LR-SI,4,Sinoe County,3315211,104932.0,Africa/Monrovia,5.35,-8.76,Q1043644,en:Sinoe County,LR
LS-A,5,Maseru District,1252921,,Africa/Maseru,-29.58,27.82,Q844921,,LS
LS-B,5,Butha-Buthe District,1252922,,Africa/Maseru,-28.8,28.56,Q535632,,LS
LS-C,5,Leribe District,1252929,,Africa/Maseru,-29.02,28.26,Q819987,,LS
LS-D,5,Berea District,1252926,,Africa/Maseru,-29.2,27.92,Q737086,,LS
LS-E,5,Mafeteng District,1252924,192621.0,Africa/Maseru,-29.79,27.44,Q817342,,LS
LS-F,5,Mohale's Hoek District,1252923,,Africa/Maseru,-30.07,27.8,Q839074,,LS
LS-G,5,Quthing District,1252925,,Africa/Maseru,-30.36,27.99,Q839060,,LS
LS-H,5,Qacha's Nek District,1252928,,Africa/Maseru,-29.97,28.74,Q850423,,LS
LS-J,5,Mokhotlong District,1252920,,Africa/Maseru,-29.22,29.02,Q817340,,LS
LS-K,5,Thaba-Tseka District,1252927,,Africa/Maseru,-29.57,28.6,Q817327,,LS
LT-01,5,Akmenės rajono savivaldybė,1307304,21332.0,Europe/Vilnius,56.24,22.82,Q1023041,lt:Akmenės rajono savivaldybė,LT
LT-02,5,Alytaus miesto savivaldybė,1085091,,Europe/Vilnius,54.4,24.04,Q3685407,lt:Alytaus miesto savivaldybė,LT
LT-03,5,Alytus District Municipality,1085089,32086.0,Europe/Vilnius,54.39,24.03,Q769940,lt:Alytaus rajono savivaldybė,LT
LT-04,5,Anykščių rajono savivaldybė,1002204,26393.0,Europe/Vilnius,55.55,25.07,Q2089772,lt:Anykščių rajono savivaldybė,LT
LT-05,5,Birštonas Municipality,3855485,4370.0,Europe/Vilnius,54.56,24.02,Q2015893,lt:Birštono savivaldybė,LT
LT-06,5,Biržų rajono savivaldybė,1111074,,Europe/Vilnius,56.17,24.82,Q763504,lt:Biržų rajono savivaldybė,LT
LT-07,5,Druskininkų savivaldybė,1076928,,Europe/Vilnius,54.04,23.99,Q669649,lt:Druskininkų savivaldybė,LT
LT-08,5,Elektrėnai Municipality,968950,28093.0,Europe/Vilnius,54.75,24.72,Q2089777,lt:Elektrėnų savivaldybė,LT
LT-09,5,Ignalinos rajono savivaldybė,966363,20625.0,Europe/Vilnius,55.39,26.31,Q2069330,lt:Ignalinos rajono savivaldybė,LT
LT-10,5,Jonavos rajono savivaldybė,1447848,52300.0,Europe/Vilnius,55.11,24.31,Q1351768,lt:Jonavos rajono savivaldybė,LT
LT-11,5,Joniškio rajono savivaldybė,1256235,,Europe/Vilnius,56.25,23.5,Q610133,lt:Joniškio rajono savivaldybė,LT
LT-12,5,Jurbarko rajono savivaldybė,1518458,,Europe/Vilnius,55.18,22.89,Q2089815,lt:Jurbarko rajono savivaldybė,LT
LT-13,5,Kaišiadorių rajono savivaldybė,1518453,31915.0,Europe/Vilnius,54.84,24.41,Q2069320,lt:Kaišiadorių rajono savivaldybė,LT
LT-14,5,Kalvarija Municipality,974208,11486.0,Europe/Vilnius,54.38,23.2,Q1461987,lt:Kalvarijos savivaldybė,LT
LT-15,5,Kauno miesto savivaldybė,1067534,312120.0,Europe/Vilnius,54.9,23.93,Q928938,lt:Kauno miesto savivaldybė,LT
LT-16,5,Kaunas District Municipality,974219,88396.0,Europe/Vilnius,54.97,23.8,Q1351722,lt:Kauno rajono savivaldybė,LT
LT-17,5,Kazlų Rūdos savivaldybė,974207,12494.0,Europe/Vilnius,54.78,23.46,Q1461972,lt:Kazlų Rūdos savivaldybė,LT
LT-18,5,Kėdainių rajono savivaldybė,1518457,48463.0,Europe/Vilnius,55.34,23.94,Q46786,lt:Kėdainių rajono savivaldybė,LT
LT-19,5,Kelmės rajono savivaldybė,1307307,29559.0,Europe/Vilnius,55.67,22.87,Q1387044,lt:Kelmės rajono savivaldybė,LT
LT-20,5,Klaipėda City Municipality,1014347,156141.0,Europe/Vilnius,55.71,21.15,Q16456513,lt:Klaipėdos miesto savivaldybė,LT
LT-21,5,Klaipėda District Municipality,1203043,52831.0,Europe/Vilnius,55.67,21.45,Q141132,lt:Klaipėdos rajono savivaldybė,LT
LT-22,5,Kretinga District Municipality,1022102,39758.0,Europe/Vilnius,55.98,21.38,Q156560,lt:Kretingos rajono savivaldybė,LT
LT-23,5,Kupiškio rajono savivaldybė,1111075,18678.0,Europe/Vilnius,55.84,25.03,Q2089791,lt:Kupiškio rajono savivaldybė,LT
LT-24,5,Lazdijų rajono savivaldybė,1082822,20813.0,Europe/Vilnius,54.17,23.64,Q2069342,lt:Lazdijų rajono savivaldybė,LT
LT-25,5,Marijampolė Municipality,974204,58027.0,Europe/Vilnius,54.55,23.45,Q1931377,lt:Marijampolės savivaldybė,LT
LT-26,5,Mažeikių rajono savivaldybė,1211023,55441.0,Europe/Vilnius,56.27,22.28,Q313132,lt:Mažeikių rajono savivaldybė,LT
LT-27,5,Molėtų rajono savivaldybė,1002203,19233.0,Europe/Vilnius,55.22,25.44,Q2089785,lt:Molėtų rajono savivaldybė,LT
LT-28,5,Neringos savivaldybė,1078733,2879.0,Europe/Vilnius,55.45,21.07,Q9305847,lt:Neringos savivaldybė,LT
LT-29,5,Pagėgių savivaldybė,1002044,8711.0,Europe/Vilnius,55.15,21.98,Q2283574,lt:Pagėgių savivaldybė,LT
LT-30,5,Pakruojo rajono savivaldybė,1256234,21555.0,Europe/Vilnius,56.05,23.87,Q1657116,lt:Pakruojo rajono savivaldybė,LT
LT-31,5,Palangos miesto savivaldybė,1022101,15379.0,Europe/Vilnius,55.97,21.09,Q3685410,lt:Palangos miesto savivaldybė,LT
LT-32,5,Panevėžio miesto savivaldybė,968945,95202.0,Europe/Vilnius,55.73,24.35,Q3685412,lt:Panevėžio miesto savivaldybė,LT
LT-33,5,Panevėžio rajono savivaldybė,1028505,37173.0,Europe/Vilnius,55.67,24.35,Q1351758,lt:Panevėžio rajono savivaldybė,LT
LT-34,5,Pasvalio rajono savivaldybė,1130030,26213.0,Europe/Vilnius,56.06,24.34,Q1461920,lt:Pasvalio rajono savivaldybė,LT
LT-35,5,Plungės rajono savivaldybė,1360452,36052.0,Europe/Vilnius,55.94,21.85,Q404943,lt:Plungės rajono savivaldybė,LT
LT-36,5,Prienai District Municipality,1312644,28181.0,Europe/Vilnius,54.64,23.98,Q47090,lt:Prienų rajono savivaldybė,LT
LT-37,5,Radviliškio rajono savivaldybė,1307306,39043.0,Europe/Vilnius,55.7,23.64,Q1755961,lt:Radviliškio rajono savivaldybė,LT
LT-38,5,Raseinių rajono savivaldybė,1476170,35013.0,Europe/Vilnius,55.38,23.21,Q2069355,lt:Raseinių rajono savivaldybė,LT
LT-39,5,Rietavo savivaldybė,1129075,8096.0,Europe/Vilnius,55.72,22.0,Q712011,lt:Rietavo savivaldybė,LT
LT-40,5,Rokiškio rajono savivaldybė,1111073,32191.0,Europe/Vilnius,55.95,25.54,Q766969,lt:Rokiškio rajono savivaldybė,LT
LT-41,5,Šakių rajono savivaldybė,966581,30321.0,Europe/Vilnius,54.95,23.08,Q2021307,lt:Šakių rajono savivaldybė,LT
LT-42,5,Šalčininkų rajono savivaldybė,1016307,32705.0,Europe/Vilnius,54.32,25.27,Q1799182,lt:Šalčininkų rajono savivaldybė,LT
LT-43,5,Šiaulių miesto savivaldybė,968826,104569.0,Europe/Vilnius,55.9,23.32,Q4993831,lt:Šiaulių miesto savivaldybė,LT
LT-44,5,Šiaulių rajono savivaldybė,1256236,41767.0,Europe/Vilnius,55.99,23.12,Q1417346,lt:Šiaulių rajono savivaldybė,LT
LT-45,5,Šilalės rajono savivaldybė,1518454,24869.0,Europe/Vilnius,55.53,22.22,Q677400,lt:Šilalės rajono savivaldybė,LT
LT-46,5,Šilutė District Municipality,1203041,41814.0,Europe/Vilnius,55.38,21.6,Q282098,lt:Šilutės rajono savivaldybė,LT
LT-47,5,Širvintų rajono savivaldybė,1016308,16333.0,Europe/Vilnius,55.01,24.92,Q58882,lt:Širvintų rajono savivaldybė,LT
LT-48,5,Skuodo rajono savivaldybė,1203042,18498.0,Europe/Vilnius,56.22,21.68,Q219115,lt:Skuodo rajono savivaldybė,LT
LT-49,5,Švenčionių rajono savivaldybė,967318,25719.0,Europe/Vilnius,55.11,26.02,Q1813849,lt:Švenčionių rajono savivaldybė,LT
LT-50,5,Tauragės rajono savivaldybė,1479204,41341.0,Europe/Vilnius,55.29,22.33,Q2071640,lt:Tauragės rajono savivaldybė,LT
LT-51,5,Telšių rajono savivaldybė,1360453,43922.0,Europe/Vilnius,55.93,22.38,Q588916,lt:Telšių rajono savivaldybė,LT
LT-52,5,Trakų rajono savivaldybė,1016309,33437.0,Europe/Vilnius,54.55,24.78,Q1987743,lt:Trakų rajono savivaldybė,LT
LT-53,5,Ukmergės rajono savivaldybė,1027570,36919.0,Europe/Vilnius,55.27,24.76,Q68929,lt:Ukmergės rajono savivaldybė,LT
LT-54,5,Utenos rajono savivaldybė,966642,40454.0,Europe/Vilnius,55.51,25.69,Q2089798,lt:Utenos rajono savivaldybė,LT
LT-55,5,Varėnos rajono savivaldybė,1076929,23528.0,Europe/Vilnius,54.18,24.5,Q1351747,lt:Varėnos rajono savivaldybė,LT
LT-56,5,Vilkaviškis District Municipality,966580,39465.0,Europe/Vilnius,54.6,22.97,Q2021318,lt:Vilkaviškio rajono savivaldybė,LT
LT-57,5,Vilnius city municipality,968952,544391.0,Europe/Vilnius,54.69,25.27,Q923117,lt:Vilniaus miesto savivaldybė,LT
LT-58,5,Vilniaus rajono savivaldybė,977316,95620.0,Europe/Vilnius,54.76,25.4,Q118903,lt:Vilniaus rajono savivaldybė,LT
LT-59,5,Visagino savivaldybė,966362,20249.0,Europe/Vilnius,55.59,26.49,Q2558824,lt:Visagino savivaldybė,LT
LT-60,5,Zarasų rajono savivaldybė,966544,17035.0,Europe/Vilnius,55.7,26.11,Q664415,lt:Zarasų rajono savivaldybė,LT
LT-AL,4,Alytus County,1076930,145131.0,Europe/Vilnius,54.22,24.12,Q669470,lt:Alytaus apskritis,LT
LT-KL,4,Klaipeda County,1189583,324628.0,Europe/Vilnius,55.75,21.51,Q475207,lt:Klaipėdos apskritis,LT
LT-KU,4,Kaunas County,1069509,563347.0,Europe/Vilnius,55.08,23.88,Q853861,lt:Kauno apskritis,LT
LT-MR,4,Marijampole County,974211,149125.0,Europe/Vilnius,54.7,23.17,Q853948,lt:Marijampolės apskritis,LT
LT-PN,4,Panevezys County,1028503,231063.0,Europe/Vilnius,55.92,24.8,Q188085,lt:Panevėžio apskritis,LT
LT-SA,4,Siauliai County,1256237,276406.0,Europe/Vilnius,55.94,23.31,Q186410,lt:Šiaulių apskritis,LT
LT-TA,4,Taurage County,1307305,101249.0,Europe/Vilnius,55.3,22.45,Q188960,lt:Tauragės apskritis,LT
LT-TE,4,Telsiai County,1211025,141357.0,Europe/Vilnius,56.0,22.16,Q188963,lt:Telšių apskritis,LT
LT-UT,4,Utena County,966958,137260.0,Europe/Vilnius,55.48,25.7,Q188659,lt:Utenos apskritis,LT
LT-VL,4,Vilnius County,977317,805142.0,Europe/Vilnius,54.82,25.23,Q188061,lt:Vilniaus apskritis,LT
LU-CA,6,Canton Capellen,407813,50094.0,Europe/Luxembourg,49.64,5.96,Q397678,lb:Kanton Kapellen,LU
LU-CL,6,Canton Clervaux,1115796,18936.0,Europe/Luxembourg,50.07,6.01,Q691793,lb:Kanton Klierf,LU
LU-DI,6,Canton Diekirch,1113683,33782.0,Europe/Luxembourg,49.86,6.13,Q691842,lb:Kanton Dikrech,LU
LU-EC,6,Canton Echternach,407792,19189.0,Europe/Luxembourg,49.79,6.38,Q720221,lb:Kanton Iechternach,LU
LU-ES,6,Canton Esch-sur-Alzette,1113898,183364.0,Europe/Luxembourg,49.52,6.03,Q188283,lb:Kanton Esch-Uelzecht,LU
LU-GR,6,Canton Grevenmacher,407796,30887.0,Europe/Luxembourg,49.69,6.35,Q836002,lb:Kanton Gréiwemaacher,LU
LU-LU,6,Canton Luxembourg,407824,190671.0,Europe/Luxembourg,49.62,6.17,Q691741,lb:Kanton Lëtzebuerg,LU
LU-ME,6,Canton Mersch,407810,33326.0,Europe/Luxembourg,49.76,6.12,Q753917,lb:Kanton Miersch,LU
LU-RD,6,Canton Redange,660245,19473.0,Europe/Luxembourg,49.8,5.89,Q835980,lb:Kanton Réiden,LU
LU-RM,6,Canton Remich,407799,23244.0,Europe/Luxembourg,49.55,6.31,Q691781,lb:Kanton Réimech,LU
LU-VD,6,Canton Vianden,1342842,5510.0,Europe/Luxembourg,49.93,6.16,Q845600,lb:Kanton Veianen,LU
LU-WI,6,Canton Wiltz,1115797,17632.0,Europe/Luxembourg,49.94,5.91,Q550021,lb:Kanton Wolz,LU
LV-001,6,Aglonas novads,1806923,3191.0,Europe/Riga,56.11,27.1,Q2045300,lv:Aglonas novads,LV
LV-002,6,Aizkraukles novads,1811620,8036.0,Europe/Riga,56.64,25.23,Q865676,lv:Aizkraukles novads,LV
LV-003,6,Aizputes novads,1781237,8192.0,Europe/Riga,56.72,21.57,Q2485015,lv:Aizputes novads,LV
LV-004,6,Aknīstes novads,1806924,2492.0,Europe/Riga,56.15,25.81,Q865658,lv:Aknīstes novads,LV
LV-005,6,Alojas novads,1797377,4630.0,Europe/Riga,57.8,24.84,Q2989420,lv:Alojas novads,LV
LV-006,6,Alsungas novads,1781238,1289.0,Europe/Riga,56.98,21.55,Q1995769,lv:Alsungas novads,LV
LV-007,6,Alūksnes novads,1797378,14153.0,Europe/Riga,57.41,27.15,Q3393445,lv:Alūksnes novads,LV
LV-008,6,Amatas novads,1781275,4983.0,Europe/Riga,57.1,25.32,Q1892063,lv:Amatas novads,LV
LV-009,6,Apes novads,1797379,3295.0,Europe/Riga,57.47,26.52,Q2343837,lv:Apes novads,LV
LV-010,6,Auces novads,1781239,6153.0,Europe/Riga,56.46,22.96,Q1934932,lv:Auces novads,LV
LV-011,6,Ādažu novads,1781269,11391.0,Europe/Riga,57.11,24.38,Q3019837,lv:Ādažu novads,LV
LV-012,6,Babītes novads,1781240,10704.0,Europe/Riga,56.9,23.77,Q2079353,lv:Babītes novads,LV
LV-013,6,Baldones novads,1791862,5468.0,Europe/Riga,56.73,24.37,Q2030886,lv:Baldones novads,LV
LV-014,6,Baltinavas novads,1797381,963.0,Europe/Riga,56.92,27.61,Q2361012,lv:Baltinavas novads,LV
LV-015,6,Balvu novads,1797382,11977.0,Europe/Riga,57.03,27.32,Q2018672,lv:Balvu novads,LV
LV-016,6,Bauskas novads,1811621,22784.0,Europe/Riga,56.4,24.28,Q2365998,lv:Bauskas novads,LV
LV-017,6,Beverīnas novads,1806925,2949.0,Europe/Riga,57.52,25.6,Q2018692,lv:Beverīnas novads,LV
LV-018,6,Brocēnu novads,1781241,5634.0,Europe/Riga,56.71,22.66,Q865717,lv:Brocēnu novads,LV
LV-019,6,Burtnieku novads,1797383,7485.0,Europe/Riga,57.7,25.36,Q2079428,lv:Burtnieku novads,LV
LV-020,6,Carnikavas novads,1781242,8738.0,Europe/Riga,57.12,24.25,Q2453125,lv:Carnikavas novads,LV
LV-021,6,Cesvaines novads,1797384,2339.0,Europe/Riga,57.01,26.28,Q2327041,lv:Cesvaines novads,LV
LV-022,6,Cēsis county,1806928,16372.0,Europe/Riga,57.24,25.41,Q1989164,lv:Cēsu novads,LV
LV-023,6,Ciblas novads,1806926,2429.0,Europe/Riga,56.59,27.87,Q1955102,lv:Ciblas novads,LV
LV-024,6,Dagdas novads,1806929,6777.0,Europe/Riga,56.12,27.64,Q2361131,lv:Dagdas novads,LV
LV-025,6,Daugavpils novads,1806934,20149.0,Europe/Riga,55.92,26.62,Q960572,lv:Daugavpils novads,LV
LV-026,6,Dobeles novads,1781243,19517.0,Europe/Riga,56.63,23.2,Q519580,lv:Dobeles novads,LV
LV-027,6,Dundagas novads,1781244,3641.0,Europe/Riga,57.57,22.4,Q2274832,lv:Dundagas novads,LV
LV-028,6,Durbes novads,1781245,2626.0,Europe/Riga,56.61,21.4,Q1962356,lv:Durbes novads,LV
LV-029,6,Engures novads,1781246,7054.0,Europe/Riga,57.04,23.29,Q2079455,lv:Engures novads,LV
LV-030,6,Ērgļu novads,1806956,2689.0,Europe/Riga,56.9,25.67,Q2079406,lv:Ērgļu novads,LV
LV-031,6,Garkalnes novads,1811622,8557.0,Europe/Riga,57.03,24.38,Q2171669,lv:Garkalnes novads,LV
LV-032,6,Grobiņas novads,1781247,8394.0,Europe/Riga,56.49,21.24,Q2320320,lv:Grobiņas novads,LV
LV-033,6,Gulbenes novads,1797394,20079.0,Europe/Riga,57.18,26.6,Q209187,lv:Gulbenes novads,LV
LV-034,6,Iecavas novads,1811623,8359.0,Europe/Riga,56.61,24.21,Q2337266,lv:Iecavas novads,LV
LV-035,6,Ikšķiles novads,1811624,9708.0,Europe/Riga,56.86,24.58,Q2337298,lv:Ikšķiles novads,LV
LV-036,6,Ilūkstes novads,1806935,6615.0,Europe/Riga,56.01,26.15,Q2025473,lv:Ilūkstes novads,LV
LV-037,6,Inčukalna novads,1781273,7640.0,Europe/Riga,57.1,24.65,Q2252820,lv:Inčukalna novads,LV
LV-038,6,Jaunjelgavas novads,1811625,5140.0,Europe/Riga,56.51,25.3,Q2880128,lv:Jaunjelgavas novads,LV
LV-039,6,Jaunpiebalgas novads,1806936,2019.0,Europe/Riga,57.15,25.97,Q2306846,lv:Jaunpiebalgas novads,LV
LV-040,6,Jaunpils novads,1781248,2178.0,Europe/Riga,56.76,22.94,Q2072154,lv:Jaunpils novads,LV
LV-041,6,Jelgavas novads,1781250,22011.0,Europe/Riga,56.58,23.65,Q1579113,lv:Jelgavas novads,LV
LV-042,6,Jēkabpils novads,1806937,4293.0,Europe/Riga,56.28,25.99,Q1579101,lv:Jēkabpils novads,LV
LV-043,6,Kandavas novads,1781251,7664.0,Europe/Riga,56.96,22.71,Q2024643,lv:Kandavas novads,LV
LV-044,6,Kārsavas novads,1797385,5278.0,Europe/Riga,56.76,27.68,Q2395952,lv:Kārsavas novads,LV
LV-045,6,Kocēnu novads,1806950,5832.0,Europe/Riga,57.54,25.19,Q2304840,lv:Kocēnu novads,LV
LV-046,6,Kokneses novads,1811626,5013.0,Europe/Riga,56.71,25.46,Q865682,lv:Kokneses novads,LV
LV-047,6,Krāslavas novads,1811627,14155.0,Europe/Riga,55.92,27.32,Q1831695,lv:Krāslavas novads,LV
LV-048,6,Krimuldas novads,1781272,4858.0,Europe/Riga,57.27,24.79,Q2302998,lv:Krimuldas novads,LV
LV-049,6,Krustpils novads,1806939,5496.0,Europe/Riga,56.55,26.17,Q2277478,lv:Krustpils novads,LV
LV-050,6,Kuldīgas novads,1781254,22313.0,Europe/Riga,56.95,21.98,Q2337188,lv:Kuldīgas novads,LV
LV-051,6,Ķeguma novads,1811637,5344.0,Europe/Riga,56.68,24.75,Q2072209,lv:Ķeguma novads,LV
LV-052,6,Ķekavas novads,1781266,23698.0,Europe/Riga,56.8,24.24,Q2268947,lv:Ķekavas novads,LV
LV-053,6,Lielvārdes novads,1811628,9643.0,Europe/Riga,56.72,24.96,Q279004,lv:Lielvārdes novads,LV
LV-054,6,Limbažu novads,1781277,16301.0,Europe/Riga,57.52,24.69,Q1579076,lv:Limbažu novads,LV
LV-055,6,Līgatnes novads,1806941,3264.0,Europe/Riga,57.19,25.06,Q1023736,lv:Līgatnes novads,LV
LV-056,6,Līvānu novads,1806942,10832.0,Europe/Riga,56.37,26.35,Q2277489,lv:Līvānu novads,LV
LV-057,6,Lubānas novads,1797386,2226.0,Europe/Riga,56.91,26.72,Q2072165,lv:Lubānas novads,LV
LV-058,6,Ludzas novads,1806940,12196.0,Europe/Riga,56.39,27.83,Q932445,lv:Ludzas novads,LV
LV-059,6,Madonas novads,1806943,22261.0,Europe/Riga,56.83,26.27,Q2198472,lv:Madonas novads,LV
LV-060,6,Mazsalaca county,1797387,2932.0,Europe/Riga,57.91,25.03,Q2283334,lv:Mazsalacas novads,LV
LV-061,6,Mālpils novads,1781268,3350.0,Europe/Riga,56.99,24.97,Q2304902,lv:Mālpils novads,LV
LV-062,6,Mārupes novads,2021109,20007.0,Europe/Riga,56.89,23.96,Q2232018,lv:Mārupes novads,LV
LV-063,6,Mērsraga novads,1806977,1439.0,Europe/Riga,57.33,23.04,Q2416186,lv:Mērsraga novads,LV
LV-064,6,Naukšēnu novads,1797388,1701.0,Europe/Riga,57.91,25.48,Q773027,lv:Naukšēnu novads,LV
LV-065,6,Neretas novads,1811629,3376.0,Europe/Riga,56.32,25.15,Q2161795,lv:Neretas novads,LV
LV-066,6,Nīcas novads,1781255,3152.0,Europe/Riga,56.35,21.09,Q1950456,lv:Nīcas novads,LV
LV-067,6,Ogres novads,1781267,32997.0,Europe/Riga,56.85,25.13,Q2321579,lv:Ogres novads,LV
LV-068,6,Olaines novads,2019213,19499.0,Europe/Riga,56.78,23.98,Q2451375,lv:Olaines novads,LV
LV-069,6,Ozolnieku novads,1781256,9969.0,Europe/Riga,56.65,23.93,Q2304926,lv:Ozolnieku novads,LV
LV-070,6,Pārgaujas novads,1806946,3623.0,Europe/Riga,57.37,25.07,Q2304831,lv:Pārgaujas novads,LV
LV-071,6,Pāvilostas novads,1781258,2532.0,Europe/Riga,56.81,21.23,Q1942469,lv:Pāvilostas novads,LV
LV-072,6,Pļaviņu novads,1811631,4904.0,Europe/Riga,56.68,25.72,Q865649,lv:Pļaviņu novads,LV
LV-073,6,Preiļu novads,1806944,9231.0,Europe/Riga,56.27,26.69,Q2277469,lv:Preiļu novads,LV
LV-074,6,Priekules novads,1781257,5067.0,Europe/Riga,56.43,21.56,Q2304893,lv:Priekules novads,LV
LV-075,6,Priekuļu novads,1806945,7607.0,Europe/Riga,57.35,25.47,Q2299231,lv:Priekuļu novads,LV
LV-076,6,Raunas novads,1806947,3023.0,Europe/Riga,57.29,25.77,Q2124808,lv:Raunas novads,LV
LV-077,6,Rēzeknes novads,1806949,24687.0,Europe/Riga,56.5,27.25,Q1518841,lv:Rēzeknes novads,LV
LV-078,6,Riebiņu novads,1806948,4625.0,Europe/Riga,56.36,26.83,Q2106159,lv:Riebiņu novads,LV
LV-079,6,Rojas novads,1781259,3427.0,Europe/Riga,57.49,22.75,Q2302986,lv:Rojas novads,LV
LV-080,6,Ropažu novads,1781276,6834.0,Europe/Riga,56.97,24.6,Q11068461,lv:Ropažu novads,LV
LV-081,6,Rucavas novads,1781260,1478.0,Europe/Riga,56.22,21.22,Q2124995,lv:Rucavas novads,LV
LV-082,6,Rugāju novads,1797389,2108.0,Europe/Riga,56.98,27.1,Q1837354,lv:Rugāju novads,LV
LV-083,6,Rundāles novads,1781261,3356.0,Europe/Riga,56.41,23.97,Q2122124,lv:Rundāles novads,LV
LV-084,6,Rūjienas novads,1797390,4917.0,Europe/Riga,57.94,25.28,Q2299415,lv:Rūjienas novads,LV
LV-085,6,Salas novads,1811632,3332.0,Europe/Riga,56.48,25.71,Q2375848,lv:Salas novads,LV
LV-086,6,Salacgrīvas novads,1797321,7228.0,Europe/Riga,57.7,24.48,Q2251931,lv:Salacgrīvas novads,LV
LV-087,6,Salaspils novads,1811633,22659.0,Europe/Riga,56.87,24.35,Q2140753,lv:Salaspils novads,LV
LV-088,6,Saldus novads,1764649,22006.0,Europe/Riga,56.58,22.39,Q2299261,lv:Saldus novads,LV
LV-089,6,Saulkrastu novads,1781270,6532.0,Europe/Riga,57.25,24.42,Q371429,lv:Saulkrastu novads,LV
