fips,state_abbr,lat,long
19059,IA,43.389611,-95.196057
19061,IA,42.463481,-90.878771
19063,IA,43.377984,-94.66937
19065,IA,42.864122,-91.840376
19067,IA,43.052741,-92.787367
19069,IA,42.736545,-93.271415
19071,IA,40.74259,-95.599182
19073,IA,42.042494,-94.388703
19075,IA,42.403339,-92.790244
19077,IA,41.683573,-94.501272
19079,IA,42.390768,-93.709198
19081,IA,43.075411,-93.743697
19083,IA,42.390208,-93.241669
19085,IA,41.688584,-95.827149
19087,IA,40.984802,-91.547259
19089,IA,43.365312,-92.321908
19091,IA,42.782221,-94.202775
19093,IA,42.39186,-95.507421
19095,IA,41.683918,-92.059123
19097,IA,42.164226,-90.574582
19099,IA,41.685551,-93.054147
19101,IA,41.005888,-91.966634
19103,IA,41.670668,-91.590529
19105,IA,42.125118,-91.116914
19107,IA,41.331182,-92.167721
19109,IA,43.212478,-94.213983
19111,IA,40.647588,-91.477157
19113,IA,42.077951,-91.597674
19115,IA,41.218211,-91.256994
19117,IA,41.033344,-93.331467
19119,IA,43.38358,-96.207201
19121,IA,41.330622,-94.015184
19123,IA,41.330797,-92.636366
19125,IA,41.331455,-93.093849
19127,IA,42.041691,-92.981452
19129,IA,41.033703,-95.619101
19131,IA,43.348564,-92.784466
19133,IA,42.049432,-95.956566
19135,IA,41.028847,-92.869642
19137,IA,41.021735,-95.15779
19139,IA,41.483776,-91.118699
19141,IA,43.083746,-95.625624
19143,IA,43.378542,-95.633788
19145,IA,40.73909,-95.14429
19147,IA,43.075337,-94.669055
19149,IA,42.737585,-96.215864
19151,IA,42.734033,-94.678279
19153,IA,41.684816,-93.568971
19155,IA,41.340184,-95.544905
19157,IA,41.684526,-92.522882
19159,IA,40.735334,-94.244251
19161,IA,42.387526,-95.105224
19163,IA,41.642079,-90.622289
19165,IA,41.679014,-95.308917
19167,IA,43.082646,-96.17801
19169,IA,42.037538,-93.466093
19171,IA,42.074848,-92.529411
19173,IA,40.737949,-94.697108
19175,IA,41.02855,-94.245091
19177,IA,40.754117,-91.952943
19179,IA,41.031275,-92.409466
19181,IA,41.332446,-93.568751
19183,IA,41.329401,-91.725052
19185,IA,40.739983,-93.332613
19187,IA,42.433579,-94.175831
19189,IA,43.378124,-93.743488
19191,IA,43.292989,-91.850788
19193,IA,42.39322,-96.053296
19195,IA,43.373491,-93.248533
19197,IA,42.733007,-93.734735
20001,KS,37.884228,-95.300945
20003,KS,38.215114,-95.292046
20005,KS,39.532544,-95.313397
20007,KS,37.222906,-98.685052
20009,KS,38.481239,-98.767837
20011,KS,37.8561,-94.850928
20013,KS,39.825931,-95.569905
20015,KS,37.773649,-96.83884
20017,KS,38.299475,-96.594029
20019,KS,37.154259,-96.245396
20021,KS,37.169392,-94.845698
20023,KS,39.789917,-101.727325
20025,KS,37.233831,-99.813869
20027,KS,39.344964,-97.168853
20029,KS,39.487329,-97.64139
20031,KS,38.23645,-95.729137
20033,KS,37.181442,-99.251293
20035,KS,37.234507,-96.837247
20037,KS,37.505821,-94.853897
20039,KS,39.783542,-100.459708
20041,KS,38.867735,-97.157943
20043,KS,39.788502,-95.147225
20045,KS,38.896417,-95.290947
20047,KS,37.883595,-99.304746
20049,KS,37.456026,-96.244642
20051,KS,38.914597,-99.317313
20053,KS,38.700845,-98.205355
20055,KS,38.049808,-100.739967
20057,KS,37.688416,-99.884748
20059,KS,38.558019,-95.278962
20061,KS,39.002139,-96.7681
20063,KS,38.917239,-100.48736
20065,KS,39.354972,-99.879894
20067,KS,37.547537,-101.299362
20069,KS,37.744513,-100.451716
20071,KS,38.480404,-101.80597
20073,KS,37.879347,-96.241732
20075,KS,37.995244,-101.793689
20077,KS,37.188184,-98.06659
20079,KS,38.050144,-97.436706
20081,KS,37.554979,-100.879952
20083,KS,38.087493,-99.898407
20085,KS,39.411145,-95.794485
20087,KS,39.239644,-95.375314
20089,KS,39.777002,-98.222618
20091,KS,38.883907,-94.82233
20093,KS,37.994461,-101.308136
20095,KS,37.552951,-98.144529
20097,KS,37.561231,-99.286539
20099,KS,37.191468,-95.297473
20101,KS,38.481286,-100.466185
20103,KS,39.189511,-95.038977
20105,KS,39.04728,-98.214284
20107,KS,38.216549,-94.844932
20109,KS,38.91327,-101.157402
20111,KS,38.455403,-96.161641
20113,KS,38.395812,-97.647489
20115,KS,38.359647,-97.102771
20117,KS,39.782709,-96.521243
20119,KS,37.243886,-100.360094
20121,KS,38.566772,-94.832963
20123,KS,39.393026,-98.207362
20125,KS,37.189537,-95.742403
20127,KS,38.688204,-96.651448
20129,KS,37.185249,-101.809516
20131,KS,39.791043,-96.005381
20133,KS,37.564283,-95.315682
20135,KS,38.480437,-99.908745
20137,KS,39.783867,-99.899235
20139,KS,38.650215,-95.708255
20141,KS,39.348261,-98.767942
20143,KS,39.137963,-97.654802
20145,KS,38.181477,-99.234772
20147,KS,39.784506,-99.34215
20149,KS,39.382187,-96.337113
20151,KS,37.647594,-98.74012
20153,KS,39.786198,-101.076738
20155,KS,37.948185,-98.078346
20157,KS,39.828906,-97.650883
20159,KS,38.347178,-98.201415
20161,KS,39.291211,-96.727489
20163,KS,39.346006,-99.324492
20165,KS,38.523596,-99.309184
20167,KS,38.91604,-98.770949
20169,KS,38.791804,-97.651478
20171,KS,38.481877,-100.90636
20173,KS,37.681045,-97.461054
20175,KS,37.18096,-100.855257
20177,KS,39.041805,-95.755664
20179,KS,39.350547,-100.441228
20181,KS,39.351352,-101.719859
20183,KS,39.78466,-98.785429
20185,KS,38.03563,-98.719889
20187,KS,37.565932,-101.789383
20189,KS,37.2017,-101.317268
20191,KS,37.236662,-97.493352
20193,KS,39.357713,-101.083386
20195,KS,38.921302,-99.865423
20197,KS,38.955154,-96.201262
20199,KS,38.926626,-101.771103
20201,KS,39.776714,-97.095611
20203,KS,38.481922,-101.347434
20205,KS,37.558515,-95.745175
20207,KS,37.888193,-95.758469
20209,KS,39.115384,-94.763087
21001,KY,37.105559,-85.28138
21003,KY,36.75077,-86.192458
21005,KY,38.005396,-84.986417
21007,KY,37.051323,-89.010367
21009,KY,36.962805,-85.932108
21011,KY,38.152249,-83.737641
21013,KY,36.728928,-83.680718
21015,KY,38.9589,-84.736371
21017,KY,38.202562,-84.20986
21019,KY,38.360004,-82.681406
21021,KY,37.618104,-84.868352
21023,KY,38.680365,-84.115235
21025,KY,37.517807,-83.317158
21027,KY,37.777988,-86.432919
21029,KY,37.969945,-85.702636
21031,KY,37.207013,-86.682471
21033,KY,37.148642,-87.870509
21035,KY,36.620978,-88.274086
21037,KY,38.946981,-84.379583
21039,KY,36.85718,-88.976614
21041,KY,38.668394,-85.124024
21043,KY,38.309549,-83.048796
21045,KY,37.321962,-84.92822
21047,KY,36.892059,-87.492986
21049,KY,37.970314,-84.145115
21051,KY,37.164273,-83.715473
21053,KY,36.727258,-85.136098
21055,KY,37.358149,-88.10501
21057,KY,36.782372,-85.388484
21059,KY,37.731671,-87.087139
21061,KY,37.227514,-86.218015
21063,KY,38.116883,-83.096116
21065,KY,37.692449,-83.963983
21067,KY,38.040675,-84.458274
21069,KY,38.367848,-83.699205
21071,KY,37.552456,-82.739724
21073,KY,38.234919,-84.868786
21075,KY,36.552511,-89.187659
21077,KY,38.760103,-84.862153
21079,KY,37.630162,-84.545856
21081,KY,38.649167,-84.625924
21083,KY,36.723344,-88.649897
21085,KY,37.458577,-86.344011
21087,KY,37.275382,-85.578483
21089,KY,38.563562,-82.93382
21091,KY,37.843325,-86.792761
21093,KY,37.695836,-85.963183
21095,KY,36.859223,-83.221497
21097,KY,38.444578,-84.334131
21099,KY,37.309097,-85.882123
21101,KY,37.792542,-87.572577
21103,KY,38.451383,-85.119647
21105,KY,36.675896,-88.972084
21107,KY,37.31107,-87.542196
21109,KY,37.403458,-84.020576
21111,KY,38.189532,-85.657624
21113,KY,37.873291,-84.58396
21115,KY,37.847756,-82.830121
21117,KY,38.930503,-84.533438
21119,KY,37.354368,-82.952546
21121,KY,36.8885,-83.855551
21123,KY,37.544462,-85.696841
21125,KY,37.113268,-84.119395
21127,KY,38.074453,-82.73829
21129,KY,37.608116,-83.719248
21131,KY,37.087846,-83.388617
21133,KY,37.118536,-82.861251
21135,KY,38.535047,-83.370143
21137,KY,37.457174,-84.658335
21139,KY,37.209517,-88.363426
21141,KY,36.859607,-86.881288
21143,KY,37.023976,-88.083391
21145,KY,37.054111,-88.712454
21147,KY,36.731136,-84.491052
21149,KY,37.526707,-87.265597
21151,KY,37.725511,-84.278362
21153,KY,37.698983,-83.069721
21155,KY,37.552604,-85.268959
21157,KY,36.882017,-88.332752
21159,KY,37.796774,-82.506623
21161,KY,38.594137,-83.828125
21163,KY,37.967476,-86.200863
21165,KY,37.935501,-83.589365
21167,KY,37.812085,-84.879695
21169,KY,36.99243,-85.633456
21171,KY,36.714077,-85.713508
21173,KY,38.038109,-83.912416
21175,KY,37.92294,-83.258944
21177,KY,37.213816,-87.134092
21179,KY,37.80312,-85.465931
21181,KY,38.338031,-84.026223
21183,KY,37.477859,-86.844871
21185,KY,38.400127,-85.456152
21187,KY,38.499395,-84.84159
21189,KY,37.423622,-83.691637
21191,KY,38.696284,-84.351943
21193,KY,37.241282,-83.217772
21195,KY,37.486031,-82.410912
21197,KY,37.809907,-83.831354
21199,KY,37.107374,-84.576953
21201,KY,38.513473,-84.06423
21203,KY,37.36105,-84.314368
21205,KY,38.204266,-83.428079
21207,KY,36.990587,-85.05495
21209,KY,38.28571,-84.57834
21211,KY,38.239011,-85.228247
21213,KY,36.740937,-86.581793
21215,KY,38.025411,-85.317174
21217,KY,37.36621,-85.328059
21219,KY,36.840338,-87.183642
21221,KY,36.807681,-87.858652
21223,KY,38.62004,-85.351208
21225,KY,37.658029,-87.95165
21227,KY,36.995634,-86.423579
21229,KY,37.754209,-85.175416
21231,KY,36.800772,-84.82659
21233,KY,37.51946,-87.68479
21235,KY,36.758024,-84.144648
21237,KY,37.743893,-83.49511
21239,KY,38.043103,-84.748855
22001,LA,30.291497,-92.411037
22003,LA,30.652744,-92.819605
22005,LA,30.206444,-90.912502
22007,LA,29.898853,-91.052465
22009,LA,31.088503,-91.983275
22011,LA,30.645018,-93.340253
22013,LA,32.340952,-93.041151
22015,LA,32.698481,-93.626561
22017,LA,32.577195,-93.882423
22019,LA,30.229559,-93.358015
22021,LA,32.101219,-92.114231
22023,LA,29.871812,-93.164948
22025,LA,31.666517,-91.846703
22027,LA,32.82716,-92.989728
22029,LA,31.469805,-91.626315
22031,LA,32.059248,-93.740797
22033,LA,30.54393,-91.093131
22035,LA,32.73017,-91.234141
22037,LA,30.839784,-91.043434
22039,LA,30.720693,-92.404086
22041,LA,32.139076,-91.672371
22043,LA,31.597787,-92.561716
22045,LA,30.007127,-91.976784
22047,LA,30.270628,-91.365848
22049,LA,32.30429,-92.5617
22051,LA,29.522281,-90.081001
22053,LA,30.269529,-92.816221
22055,LA,30.206507,-92.06417
22057,LA,29.491992,-90.394849
22059,LA,31.680083,-92.161596
22061,LA,32.601823,-92.662303
22063,LA,30.440419,-90.727474
22065,LA,32.346878,-91.231932
22067,LA,32.820008,-91.800399
22069,LA,31.732551,-93.082611
22071,LA,30.05342,-89.934502
22073,LA,32.480932,-92.151581
22075,LA,29.282447,-89.576068
22077,LA,30.708319,-91.604621
22079,LA,31.193204,-92.535953
22081,LA,32.101213,-93.34905
22083,LA,32.413158,-91.748353
22085,LA,31.560402,-93.559579
22087,LA,29.91811,-89.263494
22089,LA,29.905722,-90.357855
22091,LA,30.822539,-90.708307
22093,LA,30.024777,-90.793956
22095,LA,30.144068,-90.49096
22097,LA,30.583441,-91.989274
22099,LA,30.121433,-91.611481
22101,LA,29.629349,-91.463804
22103,LA,30.410022,-89.951962
22105,LA,30.621531,-90.40663
22107,LA,32.001489,-91.342576
22109,LA,29.33413,-90.843674
22111,LA,32.829349,-92.37565
22113,LA,29.789722,-92.291568
22115,LA,31.110563,-93.18152
22117,LA,30.852144,-90.046253
22119,LA,32.732152,-93.339825
22121,LA,30.464052,-91.309808
22123,LA,32.79248,-91.451998
22125,LA,30.872701,-91.421008
22127,LA,31.941187,-92.641269
23001,ME,44.167681,-70.207435
23003,ME,46.709193,-68.612409
23005,ME,43.808348,-70.330375
23007,ME,44.976724,-70.414935
23009,ME,44.564906,-68.370703
23011,ME,44.417012,-69.765764
23013,ME,44.042045,-69.038514
23015,ME,43.994781,-69.513624
23017,ME,44.4945,-70.734421
23019,ME,45.409284,-68.666616
23021,ME,45.915639,-69.102231
23023,ME,43.916845,-69.844227
23025,ME,45.503646,-69.95611
23027,ME,44.505834,-69.138952
23029,ME,44.967009,-67.609354
23031,ME,43.426019,-70.668425
24001,MD,39.612313,-78.703104
24003,MD,38.991617,-76.560894
24005,MD,39.443167,-76.616569
24009,MD,38.522719,-76.529762
24011,MD,38.871531,-75.831662
24013,MD,39.563331,-77.015328
24015,MD,39.562354,-75.941585
24017,MD,38.472853,-77.015427
24019,MD,38.429196,-76.047433
24021,MD,39.470214,-77.397628
24023,MD,39.547299,-79.274619
24025,MD,39.537429,-76.299789
24027,MD,39.252264,-76.924406
24029,MD,39.241279,-76.125987
24031,MD,39.137381,-77.203063
24033,MD,38.829288,-76.84818
24035,MD,39.040693,-76.082405
24037,MD,38.220289,-76.530384
24039,MD,38.07445,-75.853323
24041,MD,38.748349,-76.178476
24043,MD,39.603621,-77.814671
24045,MD,38.36737,-75.632083
24047,MD,38.222133,-75.309931
24510,MD,39.300032,-76.610476
25001,MA,41.799014,-70.21188
25003,MA,42.371493,-73.217928
25005,MA,41.748588,-71.088894
25007,MA,41.38097,-70.701499
25009,MA,42.642708,-70.864909
25011,MA,42.584504,-72.591792
25013,MA,42.136198,-72.635648
25015,MA,42.339459,-72.663694
25017,MA,42.481718,-71.394916
25019,MA,41.305878,-70.14191
25021,MA,42.171739,-71.181111
25023,MA,41.987196,-70.741942
25025,MA,42.338551,-71.018253
25027,MA,42.311693,-71.940282
26001,MI,44.682535,-82.834078
26003,MI,47.080077,-86.564108
26005,MI,42.595787,-86.634745
26007,MI,44.894954,-83.426574
26009,MI,45.005455,-85.175639
26011,MI,44.036833,-83.740675
26013,MI,46.695859,-88.36181
26015,MI,42.582811,-85.31455
26017,MI,43.699711,-83.978701
26019,MI,44.648621,-86.494326
26021,MI,41.791382,-86.742543
26023,MI,41.918455,-85.066885
26025,MI,42.24299,-85.012385
26027,MI,41.917243,-86.000142
26029,MI,45.513164,-85.450392
26031,MI,45.476022,-84.495431
26033,MI,46.321819,-84.52063
26035,MI,43.991137,-84.838325
26037,MI,42.950455,-84.591695
26039,MI,44.680175,-84.611343
26041,MI,45.805229,-86.901938
26043,MI,46.012825,-87.866123
26045,MI,42.58953,-84.84645
26047,MI,45.590094,-84.986822
26049,MI,43.021077,-83.706372
26051,MI,43.98975,-84.389816
26053,MI,46.461513,-89.806863
26055,MI,44.718688,-85.553848
26057,MI,43.292326,-84.60469
26059,MI,41.927461,-84.637479
26061,MI,46.998427,-88.651903
26063,MI,43.907616,-82.857045
26065,MI,42.603534,-84.373811
26067,MI,42.94465,-85.073766
26069,MI,44.329482,-82.849444
26071,MI,46.170254,-88.540526
26073,MI,43.645233,-84.839424
26075,MI,42.248474,-84.420868
26077,MI,42.246266,-85.532854
26079,MI,44.678881,-85.088992
26081,MI,43.032497,-85.547446
26083,MI,47.681974,-88.148797
26085,MI,43.995187,-85.8114
26087,MI,43.088633,-83.224325
26089,MI,45.146182,-86.051574
26091,MI,41.896022,-84.074356
26093,MI,42.602532,-83.911718
26095,MI,46.940602,-85.582368
26097,MI,46.167868,-85.303762
26099,MI,42.671553,-82.911456
26101,MI,44.350386,-86.602967
26103,MI,46.656596,-87.584028
26105,MI,43.996636,-86.750814
26107,MI,43.635295,-85.332751
26109,MI,45.536207,-87.501811
26111,MI,43.648203,-84.379414
26113,MI,44.325424,-85.085471
26115,MI,41.916097,-83.487106
26117,MI,43.312782,-85.149468
26119,MI,45.024134,-84.130107
26121,MI,43.289258,-86.751892
26123,MI,43.562712,-85.791372
26125,MI,42.660452,-83.38421
26127,MI,43.647255,-86.807575
26129,MI,44.33328,-84.128073
26131,MI,47.216602,-89.500463
26133,MI,43.997552,-85.322283
26135,MI,44.687257,-84.126905
26137,MI,45.021787,-84.576603
26139,MI,42.942461,-86.654946
26141,MI,45.489515,-83.384019
26143,MI,44.339517,-84.611271
26145,MI,43.328267,-84.05541
26147,MI,42.928803,-82.668913
26149,MI,41.911488,-85.52287
26151,MI,43.449155,-82.642815
26153,MI,46.021122,-86.197029
26155,MI,42.951545,-84.146352
26157,MI,43.487902,-83.436618
26159,MI,42.28215,-86.306076
26161,MI,42.252217,-83.843423
26163,MI,42.284664,-83.261953
26165,MI,44.331375,-85.570046
27001,MN,46.602446,-93.41976
27003,MN,45.27411,-93.242723
27005,MN,46.937629,-95.741757
27007,MN,47.879508,-95.00505
27009,MN,45.701225,-94.00144
27011,MN,45.419925,-96.402226
27013,MN,44.03371,-94.064012
27015,MN,44.246541,-94.733647
27017,MN,46.603818,-92.671044
27019,MN,44.82132,-93.800091
27021,MN,46.951745,-94.333705
27023,MN,45.028625,-95.564108
27025,MN,45.505444,-92.903849
27027,MN,46.898377,-96.494901
27029,MN,47.575873,-95.371117
27031,MN,47.538569,-90.290189
27033,MN,44.010639,-95.183152
27035,MN,46.491653,-94.070718
27037,MN,44.670893,-93.062481
27039,MN,44.020706,-92.869353
27041,MN,45.936829,-95.462156
27043,MN,43.676522,-93.947234
27045,MN,43.679187,-92.093937
27047,MN,43.674202,-93.350289
27049,MN,44.406178,-92.716
27051,MN,45.930743,-96.010699
27053,MN,45.006121,-93.475228
27055,MN,43.66699,-91.501556
27057,MN,47.095551,-94.91329
27059,MN,45.562431,-93.296339
27061,MN,47.490817,-93.611102
27063,MN,43.671111,-95.149731
27065,MN,45.94776,-93.297788
27067,MN,45.152714,-95.004981
27069,MN,48.77604,-96.780349
27071,MN,48.245374,-93.782896
27073,MN,44.999856,-96.176836
27075,MN,47.517111,-91.411704
27077,MN,48.7681,-94.904633
27079,MN,44.373424,-93.730143
27081,MN,44.408238,-96.272032
27083,MN,44.409195,-95.847268
27085,MN,44.821657,-94.272323
27087,MN,47.328387,-95.811089
27089,MN,48.362728,-96.357761
27091,MN,43.677118,-94.537252
27093,MN,45.123155,-94.527346
27095,MN,45.929043,-93.632996
27097,MN,46.020484,-94.266619
27099,MN,43.666249,-92.759514
27101,MN,44.015594,-95.761581
27103,MN,44.35882,-94.245684
27105,MN,43.677686,-95.763132
27107,MN,47.329453,-96.463776
27109,MN,43.999499,-92.410099
27111,MN,46.405727,-95.714581
27113,MN,48.069247,-96.037725
27115,MN,46.10094,-92.763094
27117,MN,44.015361,-96.257015
27119,MN,47.774254,-96.400027
27121,MN,45.589623,-95.446705
27123,MN,45.015204,-93.099965
27125,MN,47.865487,-96.08718
27127,MN,44.403536,-95.254241
27129,MN,44.723697,-94.955617
27131,MN,44.350734,-93.298505
27133,MN,43.669587,-96.263238
27135,MN,48.761068,-95.821504
27137,MN,47.578635,-92.51457
27139,MN,44.651805,-93.533731
27141,MN,45.453176,-93.76913
27143,MN,44.575734,-94.230123
27145,MN,45.555235,-94.610482
27147,MN,44.015261,-93.220453
27149,MN,45.593461,-95.992315
27151,MN,45.27581,-95.690124
27153,MN,46.066569,-94.900576
27155,MN,45.769935,-96.474832
27157,MN,44.289693,-92.23334
27159,MN,46.586986,-94.988608
27161,MN,44.01846,-93.589844
27163,MN,45.037929,-92.890117
27165,MN,43.978109,-94.613798
27167,MN,46.362335,-96.476657
27169,MN,43.982268,-91.776708
27171,MN,45.175091,-93.966396
27173,MN,44.715736,-95.862756
28001,MS,31.486224,-91.351797
28003,MS,34.886569,-88.581109
28005,MS,31.203933,-90.795542
28007,MS,33.090468,-89.588622
28009,MS,34.810518,-89.200285
28011,MS,33.799139,-90.88412
28013,MS,33.936634,-89.337114
28015,MS,33.440795,-89.918887
28017,MS,33.933277,-88.947558
28019,MS,33.345964,-89.251332
28021,MS,31.97281,-90.915424
28023,MS,32.045374,-88.687976
28025,MS,33.65967,-88.782468
28027,MS,34.22867,-90.603165
28029,MS,31.866915,-90.448758
28031,MS,31.633331,-89.548897
28033,MS,34.874266,-89.99324
28035,MS,31.18858,-89.259447
28037,MS,31.477773,-90.895457
28039,MS,30.855431,-88.642268
28041,MS,31.212845,-88.634811
28043,MS,33.770031,-89.80274
28045,MS,30.391641,-89.482791
28047,MS,30.416536,-89.083376
28049,MS,32.267788,-90.466017
28051,MS,33.125942,-90.091197
28053,MS,33.130996,-90.523421
28055,MS,32.755539,-91.003535
28057,MS,34.281075,-88.363127
28059,MS,30.456005,-88.625101
28061,MS,32.016989,-89.11943
28063,MS,31.733633,-91.043878
28065,MS,31.564808,-89.827086
28067,MS,31.616601,-89.168532
28069,MS,32.750136,-88.625631
28071,MS,34.353078,-89.485385
28073,MS,31.197586,-89.506369
28075,MS,32.403998,-88.660449
28077,MS,31.550009,-90.10753
28079,MS,32.76063,-89.52225
28081,MS,34.29237,-88.682439
28083,MS,33.54979,-90.294934
28085,MS,31.535216,-90.453566
28087,MS,33.471424,-88.439723
28089,MS,32.63437,-90.03416
28091,MS,31.230167,-89.821712
28093,MS,34.76619,-89.504231
28095,MS,33.89003,-88.485038
28097,MS,33.500714,-89.639625
28099,MS,32.752518,-89.119274
28101,MS,32.40197,-89.118412
28103,MS,33.106508,-88.566004
28105,MS,33.422313,-88.876151
28107,MS,34.365205,-89.963065
28109,MS,30.774793,-89.586904
28111,MS,31.169307,-88.988755
28113,MS,31.177516,-90.397725
28115,MS,34.227081,-89.037239
28117,MS,34.620566,-88.522184
28119,MS,34.252833,-90.290171
28121,MS,32.267123,-89.946063
28123,MS,32.411959,-89.533486
28125,MS,32.892395,-90.827613
28127,MS,31.902505,-89.917709
28129,MS,32.019029,-89.494876
28131,MS,30.790184,-89.112297
28133,MS,33.605529,-90.59509
28135,MS,33.954529,-90.172243
28137,MS,34.649553,-89.943105
28139,MS,34.763618,-88.918819
28141,MS,34.737697,-88.236064
28143,MS,34.652201,-90.37177
28145,MS,34.489533,-89.002339
28147,MS,31.164492,-90.103431
28149,MS,32.356095,-90.852384
28151,MS,33.273174,-90.944446
28153,MS,31.642503,-88.678214
28155,MS,33.612061,-89.283961
28157,MS,31.161091,-91.324617
28159,MS,33.078724,-89.037391
28161,MS,34.030666,-89.703807
28163,MS,32.765675,-90.387928
29001,MO,40.190666,-92.603592
29003,MO,39.988863,-94.803551
29005,MO,40.431846,-95.437555
29007,MO,39.214481,-91.843418
29009,MO,36.699376,-93.834334
29011,MO,37.500799,-94.344089
29013,MO,38.257217,-94.339246
29015,MO,38.301036,-93.287942
29017,MO,37.318427,-90.024645
29019,MO,38.989861,-92.310202
29021,MO,39.660369,-94.808173
29023,MO,36.71518,-90.40313
29025,MO,39.658998,-93.979179
29027,MO,38.835547,-91.923446
29029,MO,38.026527,-92.765327
29031,MO,37.384141,-89.685658
29033,MO,39.427375,-93.500227
29035,MO,36.944858,-90.945705
29037,MO,38.646474,-94.354547
29039,MO,37.733655,-93.850014
29041,MO,39.517968,-92.96162
29043,MO,36.969739,-93.187614
29045,MO,40.407275,-91.729472
29047,MO,39.315551,-94.421502
29049,MO,39.608723,-94.395803
29051,MO,38.503233,-92.280027
29053,MO,38.845386,-92.812323
29055,MO,37.96656,-91.313933
29057,MO,37.43235,-93.854878
29059,MO,37.683583,-93.033815
29061,MO,39.962839,-93.970053
29063,MO,39.894665,-94.40719
29065,MO,37.603072,-91.489717
29067,MO,36.946517,-92.515892
29069,MO,36.306905,-90.065394
29071,MO,38.413003,-91.072832
29073,MO,38.441183,-91.50578
29075,MO,40.208127,-94.405321
29077,MO,37.258196,-93.340641
29079,MO,40.112541,-93.565054
29081,MO,40.34562,-93.992582
29083,MO,38.386491,-93.792628
29085,MO,37.93691,-93.322988
29087,MO,40.095724,-95.219072
29089,MO,39.143365,-92.695926
29091,MO,36.774369,-91.887368
29093,MO,37.594364,-90.984682
29095,MO,39.005336,-94.343165
29097,MO,37.205197,-94.337259
29099,MO,38.25763,-90.543681
29101,MO,38.741528,-93.811863
29103,MO,40.136856,-92.146835
29105,MO,37.659698,-92.594843
29107,MO,39.068705,-93.802639
29109,MO,37.10659,-93.830551
29111,MO,40.084559,-91.728803
29113,MO,39.062255,-90.962916
29115,MO,39.86444,-93.108019
29117,MO,39.778587,-93.548201
29119,MO,36.630218,-94.343956
29121,MO,39.829795,-92.56434
29123,MO,37.474481,-90.343413
29125,MO,38.162615,-91.923601
29127,MO,39.807538,-91.635379
29129,MO,40.421413,-93.567631
29131,MO,38.21668,-92.429876
29133,MO,36.826264,-89.295929
29135,MO,38.633037,-92.583642
29137,MO,39.49827,-92.006458
29139,MO,38.935184,-91.465427
29141,MO,38.420806,-92.874835
29143,MO,36.594261,-89.655948
29145,MO,36.908371,-94.335034
29147,MO,40.361136,-94.883146
29149,MO,36.68531,-91.401827
29151,MO,38.464253,-91.859504
29153,MO,36.64959,-92.458549
29155,MO,36.209916,-89.785942
29157,MO,37.71113,-89.802125
29159,MO,38.727367,-93.285207
29161,MO,37.866326,-91.790349
29163,MO,39.339959,-91.171607
29165,MO,39.378696,-94.761472
29167,MO,37.616761,-93.400817
29169,MO,37.824835,-92.207022
29171,MO,40.478606,-93.014531
29173,MO,39.553455,-91.524787
29175,MO,39.439249,-92.492959
29177,MO,39.308401,-93.995746
29179,MO,37.366464,-90.972282
29181,MO,36.65017,-90.874834
29183,MO,38.781102,-90.674915
29185,MO,38.04223,-93.77656
29186,MO,37.885845,-90.161531
29187,MO,37.810707,-90.473868
29189,MO,38.640688,-90.446073
29195,MO,39.13584,-93.204164
29197,MO,40.469361,-92.519016
29199,MO,40.447686,-92.142824
29201,MO,37.047793,-89.568098
29203,MO,37.152498,-91.391328
29205,MO,39.797531,-92.088719
29207,MO,36.851557,-89.947481
29209,MO,36.751004,-93.473701
29211,MO,40.209587,-93.109783
29213,MO,36.649827,-93.042819
29215,MO,37.314257,-91.964478
29217,MO,37.850196,-94.341597
29219,MO,38.761902,-91.159306
29221,MO,37.942611,-90.897018
29223,MO,37.111074,-90.453931
29225,MO,37.280804,-92.87608
29227,MO,40.480499,-94.419198
29229,MO,37.267633,-92.479989
29510,MO,38.635699,-90.244582
30001,MT,45.133863,-112.892869
30003,MT,45.407869,-107.518163
30005,MT,48.428282,-108.967648
30007,MT,46.329849,-111.497873
30009,MT,45.224468,-109.028554
30011,MT,45.516825,-104.515324
30013,MT,47.316575,-111.350262
30015,MT,47.886834,-110.4362
30017,MT,46.261414,-105.550352
30019,MT,48.794429,-105.541739
30021,MT,47.26613,-104.898271
30023,MT,46.094672,-113.141624
30025,MT,46.318184,-104.405718
30027,MT,47.225221,-109.232138
30029,MT,48.314678,-114.054295
30031,MT,45.518054,-111.163921
30033,MT,47.267184,-106.995991
30035,MT,48.705671,-112.990502
30037,MT,46.380624,-109.174586
30039,MT,46.395955,-113.427356
30041,MT,48.631959,-110.106321
30043,MT,46.124232,-112.059428
30045,MT,47.032558,-110.30532
30047,MT,47.642901,-114.083687
30049,MT,47.132013,-112.373367
30051,MT,48.559654,-111.036924
30053,MT,48.552385,-115.463185
30055,MT,47.629628,-105.757222
30057,MT,45.32529,-111.913791
30059,MT,46.5857,-110.92174
30061,MT,47.151942,-115.065627
30063,MT,47.027263,-113.892691
30065,MT,46.505281,-108.439763
30067,MT,45.421429,-110.53276
30069,MT,47.141917,-108.226575
30071,MT,48.250143,-107.928897
30073,MT,48.228604,-112.220761
30075,MT,45.408926,-105.555344
30077,MT,46.844225,-112.9311
30079,MT,46.812384,-105.503994
30081,MT,46.077744,-114.105795
30083,MT,47.785633,-104.563408
